,player_name,age,fee,transfer_period,season,Squad,player_code
3285,Morlaye Sylla,23.0,0.0,Summer,2022/2023,Arouca,morlaye-sylla98
3287,João Valido,22.0,0.0,Summer,2022/2023,Arouca,joao-valido00
3288,Bogdan Milovanov,24.0,0.0,Summer,2022/2023,Arouca,bogdan-milovanov98
3292,Emmanuel Boateng,26.0,0.0,Summer,2022/2023,Rio Ave,emmanuel-boateng96
3303,Leonardo Ruiz,26.0,0.0,Summer,2022/2023,Rio Ave,leonardo-ruiz96
3304,Hernâni,30.0,0.0,Summer,2022/2023,Rio Ave,hernani-fortes91
3305,Miguel Nóbrega,22.0,0.0,Summer,2022/2023,Rio Ave,miguel-nobrega00
3306,Josué Sá,30.0,200000.0,Summer,2022/2023,Rio Ave,josue-sa92
3307,João Ferreira,21.0,0.0,Summer,2022/2023,Rio Ave,joao-ferreira01
3317,Ismaila Soro,25.0,0.0,Summer,2022/2023,Celtic,ismaila-soro98
3329,Finn Stokkers,26.0,0.0,Summer,2022/2023,Go Ahead Eag,finn-stokkers96
3336,Andreas Samaris,33.0,0.0,Summer,2022/2023,Rio Ave,andreas-samaris89
3338,Jamal Amofa,23.0,0.0,Summer,2022/2023,Go Ahead Eag,jamal-amofa98
3340,Federico Mattiello,27.0,0.0,Summer,2022/2023,Go Ahead Eag,federico-mattiello95
3343,Andries Noppert,28.0,0.0,Summer,2022/2023,Heerenveen,andries-noppert94
3345,Luuk Brouwers,24.0,750000.0,Summer,2022/2023,Utrecht,luuk-brouwers98
3346,Jahnoah Markelo,19.0,0.0,Summer,2022/2023,Go Ahead Eag,jahnoah-markelo03
3347,Tesfaldet Tekie,25.0,0.0,Summer,2022/2023,Go Ahead Eag,tesfaldet-tekie97
3349,Rashaan Fernandes,23.0,0.0,Summer,2022/2023,Go Ahead Eag,rashaan-fernandes98
3350,Willum Thór Willumsson,23.0,0.0,Summer,2022/2023,Go Ahead Eag,willum-bor-willumsson98
3351,Sylla Sow,26.0,0.0,Summer,2022/2023,Go Ahead Eag,sylla-sow96
3352,Enric Llansana,21.0,0.0,Summer,2022/2023,Go Ahead Eag,enric-llansana01
3354,Oliver Valaker Edvardsen,23.0,0.0,Summer,2022/2023,Go Ahead Eag,oliver-edvardsen99
3356,Xander Blomme,20.0,0.0,Summer,2022/2023,Go Ahead Eag,xander-blomme02
3359,Mark Diemers,28.0,0.0,Summer,2022/2023,Emmen,mark-diemers93
3362,Dogan Erdogan,25.0,0.0,Summer,2022/2023,Fortuna Sittard,dogan-erdogan96
3365,Úmaro Embaló,21.0,1000000.0,Summer,2022/2023,Fortuna Sittard,umaro-embalo01
3377,Ivo Pinto,32.0,0.0,Summer,2022/2023,Fortuna Sittard,ivo-pinto90
3378,Rémy Vita,21.0,0.0,Summer,2022/2023,Fortuna Sittard,remy-vita01
3389,Michael Verrips,25.0,0.0,Summer,2022/2023,Fortuna Sittard,michael-verrips96
3390,Mike van Beijnen,23.0,0.0,Summer,2022/2023,Fortuna Sittard,mike-van-beijnen99
3391,Tunahan Tasci,20.0,0.0,Summer,2022/2023,Fortuna Sittard,muhammet-tunahan-tasci02
3392,Oguzhan Özyakup,29.0,0.0,Summer,2022/2023,Fortuna Sittard,oguzhan-ozyakup92
3394,Cole Bassett,21.0,0.0,Summer,2022/2023,Fortuna Sittard,cole-bassett01
3398,Ragnar Oratmangoen,24.0,0.0,Summer,2022/2023,Groningen,ragnar-oratmangoen98
3401,Calvin Verdonk,25.0,0.0,Summer,2022/2023,NEC Nijmegen,calvin-verdonk97
3402,Terry Lartey Sanniez,26.0,0.0,Summer,2022/2023,NEC Nijmegen,terry-lartey-sanniez96
3416,Antoine Colassin,21.0,0.0,Summer,2022/2023,Heerenveen,antoine-colassin01
3417,Oussama Tannane,28.0,0.0,Summer,2022/2023,NEC Nijmegen,oussama-tannane94
3418,Philippe Sandler,25.0,0.0,Summer,2022/2023,NEC Nijmegen,philippe-sandler97
3429,Joris Kramer,25.0,0.0,Summer,2022/2023,NEC Nijmegen,joris-kramer96
3434,Ibrahim Cissoko,19.0,0.0,Summer,2022/2023,NEC Nijmegen,ibrahim-cissoko03
3437,Hussein Ali,20.0,0.0,Summer,2022/2023,Heerenveen,hussein-ali02
3438,Mats Köhlert,24.0,0.0,Summer,2022/2023,Heerenveen,mats-kohlert98
3440,Florian Krüger,23.0,1300000.0,Summer,2022/2023,Groningen,florian-kruger99
3443,Joey Pelupessy,29.0,0.0,Summer,2022/2023,Groningen,joey-pelupessy93
3444,Nordin Musampa,20.0,0.0,Summer,2022/2023,Groningen,nordin-musampa01
3445,Liam van Gelderen,21.0,450000.0,Summer,2022/2023,Groningen,liam-van-gelderen01
3447,Isak Dybvik Määttä,20.0,1200000.0,Summer,2022/2023,Groningen,isak-maatta01
3449,Alex Timossi Andersson,21.0,550000.0,Summer,2022/2023,Heerenveen,alex-timossi-andersson01
3457,Luciano Valente,18.0,0.0,Summer,2022/2023,Groningen,luciano-valente03
3461,Simon Olsson,24.0,1300000.0,Summer,2022/2023,Heerenveen,simon-olsson97
3472,Bjorn Meijer,19.0,6000000.0,Summer,2022/2023,Club Brugge,bjorn-meijer03
3473,Jörgen Strand Larsen,22.0,11000000.0,Summer,2022/2023,Celta Vigo,jorgen-strand-larsen00
3479,Mohamed Taabouni,20.0,0.0,Summer,2022/2023,Feyenoord,mohamed-taabouni02
3488,Silvester van der Water,25.0,550000.0,Summer,2022/2023,Cambuur,silvester-van-der-water96
3492,Owen Wijndal,22.0,10000000.0,Summer,2022/2023,Ajax,owen-wijndal99
3496,Kamal Sowah,22.0,0.0,Summer,2022/2023,Club Brugge,kamal-sowah00
3497,Sai van Wermeskerken,28.0,0.0,Summer,2022/2023,Cambuur,sai-van-wermeskerken94
3500,Ahmed El Messaoudi,27.0,0.0,Summer,2022/2023,Emmen,ahmed-el-messaoudi95
3501,Patrick Joosten,26.0,0.0,Summer,2022/2023,Groningen,patrick-joosten96
3507,Sam Hendriks,27.0,0.0,Summer,2022/2023,Cambuur,sam-hendriks95
3508,Daniël van Kaam,22.0,0.0,Summer,2022/2023,Cambuur,daniel-van-kaam00
3509,Milan Smit,19.0,0.0,Summer,2022/2023,Cambuur,milan-smit03
3510,Floris Smand,19.0,0.0,Summer,2022/2023,Cambuur,floris-smand03
3511,Robbin Ruiter,35.0,0.0,Summer,2022/2023,Cambuur,robbin-ruiter87
3514,Felix Mambimbi,21.0,0.0,Summer,2022/2023,Cambuur,felix-mambimbi01
3515,Leon Bergsma,25.0,0.0,Summer,2022/2023,Cambuur,leon-bergsma97
3516,Maxim Dekker,18.0,0.0,Summer,2022/2023,AZ Alkmaar,maxim-dekker04
3517,Zico Buurmeester,20.0,0.0,Summer,2022/2023,AZ Alkmaar,zico-buurmeester02
3528,Sébastien Haller,28.0,31000000.0,Summer,2022/2023,Dortmund,sebastien-haller94
3538,Myron van Brederode,19.0,0.0,Summer,2022/2023,AZ Alkmaar,myron-van-brederode03
3541,Riechedly Bazoer,25.0,0.0,Summer,2022/2023,AZ Alkmaar,riechedly-bazoer96
3542,Mayckel Lahdo,19.0,600000.0,Summer,2022/2023,AZ Alkmaar,mayckel-lahdo02
3543,Mees de Wit,24.0,2300000.0,Summer,2022/2023,AZ Alkmaar,mees-de-wit98
3544,Jens Odgaard,23.0,4099999.9999999995,Summer,2022/2023,AZ Alkmaar,jens-odgaard99
3558,Maikel Kieftenbeld,32.0,0.0,Summer,2022/2023,Emmen,maikel-kieftenbeld90
3559,Ezequiel Bullaude,21.0,2000000.0,Summer,2022/2023,Feyenoord,ezequiel-bullaude00
3564,Mats Wieffer,22.0,575000.0,Summer,2022/2023,Feyenoord,mats-wieffer99
3565,Marcos López,22.0,1200000.0,Summer,2022/2023,Feyenoord,marcos-lopez99
3566,Sebastian Szymanski,23.0,2000000.0,Summer,2022/2023,Feyenoord,sebastian-szymanski99
3568,Timon Wellenreuther,26.0,0.0,Summer,2022/2023,Feyenoord,timon-wellenreuther95
3569,Santiago Giménez,21.0,4000000.0,Summer,2022/2023,Feyenoord,santiago-gimenez01
3570,Igor Paixão,22.0,5000000.0,Summer,2022/2023,Feyenoord,igor-paixao00
3571,David Hancko,24.0,6000000.0,Summer,2022/2023,Feyenoord,david-hancko97
3572,Quinten Timber,21.0,7400000.0,Summer,2022/2023,Feyenoord,quinten-timber01
3577,Mimeirhel Benita,18.0,0.0,Summer,2022/2023,Feyenoord,mimeirhel-benita03
3578,Mickey van der Hart,28.0,0.0,Summer,2022/2023,Emmen,mickey-van-der-hart94
3588,Quilindschy Hartman,20.0,0.0,Summer,2022/2023,Feyenoord,quilindschy-hartman01
3595,Noah Naujoks,20.0,0.0,Summer,2022/2023,Feyenoord,noah-naujoks02
3603,Oussama El Azzouzi,21.0,0.0,Summer,2022/2023,Union SG,oussama-el-azzouzi01
3611,Mohamed Bouchouari,21.0,0.0,Summer,2022/2023,Emmen,mohamed-bouchouari00
3614,Richairo Živković,25.0,0.0,Summer,2022/2023,Emmen,richairo-zivkovic96
3638,Sven Mijnans,22.0,2500000.0,Winter,2022/2023,AZ Alkmaar,sven-mijnans00
3639,Björn Johnsen,31.0,0.0,Winter,2022/2023,Cambuur,bjorn-johnsen91
3640,Navarone Foor,30.0,0.0,Winter,2022/2023,Cambuur,navarone-foor92
3641,Peer Koopmeiners,22.0,0.0,Winter,2022/2023,Excelsior,peer-koopmeiners00
3644,Wouter Goes,18.0,0.0,Winter,2022/2023,AZ Alkmaar,wouter-goes04
3645,Mathew Ryan,30.0,0.0,Winter,2022/2023,AZ Alkmaar,mathew-ryan92
3646,Djordje Mihailovic,24.0,6000000.0,Winter,2022/2023,AZ Alkmaar,djordje-mihailovic98
3647,Ben Rienstra,32.0,0.0,Winter,2022/2023,Cambuur,ben-rienstra90
3661,Neraysho Kasanwirjo,20.0,2000000.0,Winter,2022/2023,Feyenoord,neraysho-kasanwirjo02
3670,Danny Hoesen,32.0,0.0,Winter,2022/2023,Emmen,danny-hoesen91
3671,Jeremy Antonisse,20.0,0.0,Winter,2022/2023,Emmen,jeremy-antonisse02
3672,Dennis Vos,21.0,0.0,Winter,2022/2023,Emmen,dennis-vos01
3682,Xavier Mbuyamba,20.0,0.0,Summer,2022/2023,Volendam,xavier-mbuyamba01
3683,Carel Eiting,24.0,0.0,Summer,2022/2023,Volendam,carel-eiting98
3695,Imran Nazih,16.0,0.0,Summer,2022/2023,Volendam,imran-nazih06
3696,Billy van Duijl,16.0,0.0,Summer,2022/2023,Volendam,billy-van-duijl05
3707,Givairo Read,,0.0,Summer,2022/2023,Volendam,givairo-readan
3717,Stipe Radic,22.0,0.0,Winter,2022/2023,Fortuna Sittard,stipe-radic00
3718,Chris Lokesa,18.0,0.0,Winter,2022/2023,RKC Waalwijk,chris-lokesa04
3719,Alfons Sampsted,24.0,0.0,Winter,2022/2023,Twente,alfons-sampsted98
3723,Elias Hoff Melkersen,20.0,0.0,Winter,2022/2023,Sparta R'dam,elias-hoff-melkersen02
3724,Rick Meissen,20.0,0.0,Winter,2022/2023,Sparta R'dam,rick-meijssen02
3725,Pedro Alemañ,20.0,0.0,Winter,2022/2023,Sparta R'dam,pedro-aleman02
3731,Yorbe Vertessen,22.0,0.0,Winter,2022/2023,Union SG,yorbe-vertessen01
3739,Flip Klomp,21.0,0.0,Winter,2022/2023,Volendam,flip-klomp01
3742,Thomas Buitink,22.0,0.0,Winter,2022/2023,Fortuna Sittard,thomas-buitink00
3744,Davy Pröpper,31.0,0.0,Winter,2022/2023,Vitesse,davy-propper91
3745,Marco van Ginkel,30.0,0.0,Winter,2022/2023,Vitesse,marco-van-ginkel92
3750,Mimoun Mahi,28.0,0.0,Winter,2022/2023,Cambuur,mimoun-mahi94
3752,Zakaria Labyad,29.0,0.0,Winter,2022/2023,Utrecht,zakaria-labyad93
3753,Anthony Descotte,19.0,0.0,Winter,2022/2023,Utrecht,anthony-descotte03
3754,Victor Jensen,22.0,0.0,Winter,2022/2023,Utrecht,victor-jensen00
3756,Bruma,28.0,0.0,Winter,2022/2023,PSV Eindhoven,bruma94
3757,Patrick van Aanholt,32.0,0.0,Winter,2022/2023,PSV Eindhoven,patrick-van-aanholt90
3758,Johan Hove,22.0,1030000.0,Winter,2022/2023,Groningen,johan-hove00
3759,Thom van Bergen,18.0,0.0,Winter,2022/2023,Groningen,thom-van-bergen04
3760,Thijmen Blokzijl,17.0,0.0,Winter,2022/2023,Groningen,thijmen-blokzijl05
3763,Matej Chalus,24.0,0.0,Winter,2022/2023,Groningen,matej-chalus98
3764,Oliver Antman,21.0,0.0,Winter,2022/2023,Groningen,oliver-antman01
3765,Elvis Manu,29.0,0.0,Winter,2022/2023,Groningen,elvis-manu93
3770,Fredrik Oppegard,20.0,0.0,Winter,2022/2023,Go Ahead Eag,fredrik-oppegard02
3771,Darío Serra,20.0,0.0,Winter,2022/2023,Go Ahead Eag,dario-serra03
3774,Mats Seuntjens,30.0,0.0,Winter,2022/2023,RKC Waalwijk,mats-seuntjens92
3775,Jorg Schreuders,18.0,0.0,Winter,2022/2023,Groningen,jorg-schreuders04
3776,Jetro Willems,28.0,0.0,Winter,2022/2023,Groningen,jetro-willems94
3778,Mike te Wierik,30.0,0.0,Winter,2022/2023,Emmen,mike-te-wierik92
3783,Amin Sarr,21.0,11000000.0,Winter,2022/2023,Lyon,amin-sarr01
3784,Joaquín Fernández,23.0,0.0,Winter,2022/2023,Heerenveen,joaquin-fernandez96
3785,Ché Nunnely,23.0,0.0,Winter,2022/2023,Heerenveen,che-nunnely99
3786,Pelle van Amersfoort,26.0,0.0,Winter,2022/2023,Heerenveen,pelle-van-amersfoort96
3787,Jeffrey Bruma,31.0,0.0,Winter,2022/2023,Heerenveen,jeffrey-bruma91
3788,Osame Sahraoui,21.0,1700000.0,Winter,2022/2023,Heerenveen,osame-sahraoui01
3789,Daniel Karlsbakk,19.0,2500000.0,Winter,2022/2023,Heerenveen,daniel-karlsbakk03
3795,Nicolas Isimat-Mirin,31.0,0.0,Winter,2022/2023,Vitesse,nicolas-isimat-mirin91
3799,Mike Eerdhuijzen,21.0,0.0,Summer,2022/2023,Sparta R'dam,mike-eerdhuijzen00
3800,Youri Schoonderwaldt,22.0,0.0,Summer,2022/2023,Sparta R'dam,youri-schoonderwaldt00
3801,Charles-Andreas Brym,23.0,250000.0,Summer,2022/2023,Sparta R'dam,charles-andreas-brym98
3802,Tobias Lauritsen,24.0,450000.0,Summer,2022/2023,Sparta R'dam,tobias-lauritsen97
3803,Joshua Kitolano,20.0,610000.0,Summer,2022/2023,Sparta R'dam,joshua-kitolano01
3806,Arno Verschueren,25.0,0.0,Summer,2022/2023,Sparta R'dam,arno-verschueren97
3814,Jonathan de Guzmán,34.0,0.0,Summer,2022/2023,Sparta R'dam,jonathan-de-guzman87
3815,Nick Olij,26.0,0.0,Summer,2022/2023,Sparta R'dam,nick-olij95
3822,Reda Kharchouch,26.0,0.0,Summer,2022/2023,Excelsior,reda-kharchouch95
3825,Michaël Heylen,28.0,0.0,Summer,2022/2023,Emmen,michael-heylen94
3826,Jason Lokilo,23.0,0.0,Summer,2022/2023,Sparta R'dam,jason-lokilo98
3830,Patrick Brouwer,21.0,0.0,Summer,2022/2023,Sparta R'dam,patrick-brouwer01
3831,Omar Rekik,20.0,0.0,Summer,2022/2023,Sparta R'dam,omar-rekik01
3832,Shurandy Sambo,20.0,0.0,Summer,2022/2023,Sparta R'dam,shurandy-sambo01
3833,Koki Saito,20.0,0.0,Summer,2022/2023,Sparta R'dam,koki-saito01
3834,Melle Meulensteen,22.0,1000000.0,Summer,2022/2023,Vitesse,melle-meulensteen99
3841,Ismael Saibari,21.0,0.0,Summer,2022/2023,PSV Eindhoven,ismael-saibari01
3842,Johan Bakayoko,19.0,0.0,Summer,2022/2023,PSV Eindhoven,johan-bakayoko03
3846,Ritsu Doan,24.0,8500000.0,Summer,2022/2023,Freiburg,ritsu-doan98
3849,Anwar El Ghazi,27.0,2500000.0,Summer,2022/2023,PSV Eindhoven,anwar-el-ghazi95
3853,Oussama Darfalou,28.0,0.0,Summer,2022/2023,Vitesse,oussama-darfalou93
3857,Julian Lelieveld,24.0,0.0,Summer,2022/2023,RKC Waalwijk,julian-lelieveld97
3858,Mika Biereth,19.0,0.0,Summer,2022/2023,RKC Waalwijk,mika-biereth03
3859,Kevin Felida,22.0,0.0,Summer,2022/2023,RKC Waalwijk,kevin-felida99
3860,Pelle Clement,26.0,0.0,Summer,2022/2023,RKC Waalwijk,pelle-clement96
3862,Florian Jozefzoon,31.0,0.0,Summer,2022/2023,RKC Waalwijk,florian-jozefzoon91
3863,Patrick Vroegh,22.0,0.0,Summer,2022/2023,RKC Waalwijk,patrick-vroegh99
3864,Zakaria Bakkali,26.0,0.0,Summer,2022/2023,RKC Waalwijk,zakaria-bakkali96
3866,Michal Sadilek,23.0,1500000.0,Summer,2022/2023,Twente,michal-sadilek99
3875,Luuk de Jong,31.0,3000000.0,Summer,2022/2023,PSV Eindhoven,luuk-de-jong90
3879,Remco Balk,21.0,0.0,Summer,2022/2023,Cambuur,remco-balk01
3880,Henk Veerman,31.0,0.0,Summer,2022/2023,Volendam,henk-veerman93
3884,Eric Oelschlägel,26.0,0.0,Summer,2022/2023,Emmen,eric-oelschlagel95
3890,Benaissa Benamar,25.0,0.0,Summer,2022/2023,Utrecht,benaissa-benamar97
3893,Djevencio van der Kust,21.0,0.0,Summer,2022/2023,Utrecht,djevencio-van-der-kust01
3900,Simon van Duivenbooden,20.0,0.0,Summer,2022/2023,Vitesse,simon-van-duivenbooden02
3901,Mitchell Dijks,29.0,0.0,Summer,2022/2023,Vitesse,mitchell-dijks93
3904,Ryan Flamingo,19.0,0.0,Summer,2022/2023,Vitesse,ryan-flamingo02
3906,Kacper Kozlowski,18.0,0.0,Summer,2022/2023,Vitesse,kacper-kozlowski03
3907,Kjell Scherpen,22.0,0.0,Summer,2022/2023,Vitesse,kjell-scherpen00
3908,Carlens Arcus,26.0,0.0,Summer,2022/2023,Vitesse,carlens-arcus96
3913,Ruben Kluivert,21.0,0.0,Summer,2022/2023,Utrecht,ruben-kluivert01
3914,Miliano Jonathans,18.0,0.0,Summer,2022/2023,Vitesse,miliano-jonathans04
3915,Ramon Hendriks,20.0,0.0,Summer,2022/2023,Utrecht,ramon-hendriks01
3916,Christos Tzolis,20.0,0.0,Summer,2022/2023,Twente,christos-tzolis02
3924,Anass Salah-Eddine,20.0,0.0,Summer,2022/2023,Twente,anass-salah-eddine02
3925,Jeffrey de Lange,24.0,0.0,Summer,2022/2023,Go Ahead Eag,jeffrey-de-lange98
3927,Mathias Kjölö,21.0,0.0,Summer,2022/2023,Twente,mathias-kjolo01
3928,Przemyslaw Tyton,35.0,0.0,Summer,2022/2023,Twente,przemyslaw-tyton87
3929,Sem Steijn,20.0,0.0,Summer,2022/2023,Twente,sem-steijn01
3934,Michel Vlap,25.0,2000000.0,Summer,2022/2023,Twente,michel-vlap97
3936,Bas Dost,33.0,0.0,Summer,2022/2023,Utrecht,bas-dost89
3938,Modibo Sagnan,23.0,0.0,Summer,2022/2023,Utrecht,modibo-sagnan99
3939,Rocco Robert Shein,18.0,0.0,Summer,2022/2023,Utrecht,rocco-robert-shein03
3940,Jens Toornstra,33.0,0.0,Summer,2022/2023,Utrecht,jens-toornstra89
3941,Taylor Booth,21.0,0.0,Summer,2022/2023,Utrecht,taylor-booth01
3942,Nick Viergever,32.0,0.0,Summer,2022/2023,Utrecht,nick-viergever89
3944,Amin Younes,29.0,0.0,Summer,2022/2023,Utrecht,amin-younes93
3945,Sean Klaiber,28.0,0.0,Summer,2022/2023,Utrecht,sean-klaiber94
3946,Can Bozdogan,21.0,500000.0,Summer,2022/2023,Utrecht,can-bozdogan01
3948,Kik Pierie,21.0,0.0,Summer,2022/2023,Ajax,kik-pierie00
3950,Mike van der Hoorn,29.0,150000.0,Summer,2022/2023,Utrecht,mike-van-der-hoorn92
3958,Eduardo Quaresma,20.0,0.0,Summer,2022/2023,Hoffenheim,eduardo-quaresma02
3961,Finn Ole Becker,22.0,0.0,Summer,2022/2023,Hoffenheim,finn-ole-becker00
3962,Muhammed Damar,18.0,500000.0,Summer,2022/2023,Hoffenheim,muhammed-damar04
3964,Stanley Nsoki,23.0,12000000.0,Summer,2022/2023,Hoffenheim,stanley-nsoki99
3972,David Raum,24.0,26000000.0,Summer,2022/2023,RB Leipzig,david-raum98
3975,Yvandro Borges Sanches,18.0,0.0,Summer,2022/2023,M'Gladbach,yvandro-borges-sanches04
3976,Julian Weigl,26.0,0.0,Summer,2022/2023,M'Gladbach,julian-weigl95
3977,Oscar Fraulo,18.0,2000000.0,Summer,2022/2023,M'Gladbach,oscar-fraulo03
3978,Ko Itakura,25.0,5000000.0,Summer,2022/2023,M'Gladbach,ko-itakura97
3984,Stefan Posch,25.0,0.0,Summer,2022/2023,Bologna,stefan-posch97
3988,Konstantinos Stafylidis,28.0,250000.0,Summer,2022/2023,Bochum,kostas-stafylidis93
3994,Florian Dietz,23.0,0.0,Summer,2022/2023,Köln,florian-dietz98
3995,Danny da Costa,28.0,0.0,Summer,2022/2023,Mainz 05,danny-da-costa93
3997,Delano Burgzorg,23.0,2000000.0,Summer,2022/2023,Mainz 05,delano-burgzorg98
3999,Angelo Fulgini,25.0,6000000.0,Summer,2022/2023,Mainz 05,angelo-fulgini96
4004,Jannes Horn,25.0,0.0,Summer,2022/2023,Bochum,jannes-horn97
4009,Salih Özcan,24.0,5000000.0,Summer,2022/2023,Dortmund,salih-ozcan98
4010,Anthony Modeste,34.0,5100000.0,Summer,2022/2023,Dortmund,anthony-modeste88
4013,Aymen Barkok,24.0,0.0,Summer,2022/2023,Mainz 05,aymen-barkok98
4014,Anthony Caci,25.0,0.0,Summer,2022/2023,Mainz 05,anthony-caci97
4015,Jean-Paul Boëtius,28.0,0.0,Summer,2022/2023,Hertha BSC,jean-paul-boetius94
4017,Kevin Stöger,28.0,0.0,Summer,2022/2023,Bochum,kevin-stoger93
4019,Dimitri Lavalée,25.0,750000.0,Summer,2022/2023,Mechelen,dimitri-lavalee97
4021,Luca Kilian,22.0,2000000.0,Summer,2022/2023,Köln,luca-kilian99
4022,Jeremiah St. Juste,25.0,9500000.0,Summer,2022/2023,Sporting CP,jerry-st.-juste96
4024,Edimilson Fernandes,26.0,0.0,Summer,2022/2023,Mainz 05,edimilson-fernandes96
4028,Marlon Mustapha,21.0,0.0,Summer,2022/2023,Mainz 05,marlon-mustapha01
4032,Eniss Shabani,19.0,0.0,Summer,2022/2023,Mainz 05,eniss-shabani03
4033,Nelson Weiper,17.0,0.0,Summer,2022/2023,Mainz 05,nelson-weiper05
4034,Hannes Wolf,23.0,0.0,Summer,2022/2023,M'Gladbach,hannes-wolf99
4037,Kilian Fischer,21.0,2500000.0,Summer,2022/2023,Wolfsburg,kilian-fischer00
4038,Bartol Franjic,22.0,7500000.0,Summer,2022/2023,Wolfsburg,bartol-franjic00
4040,Jakub Kaminski,20.0,10000000.0,Summer,2022/2023,Wolfsburg,jakub-kaminski02
4042,Sam Lammers,25.0,0.0,Summer,2022/2023,Atalanta,sam-lammers97
4050,Gonçalo Paciência,28.0,0.0,Summer,2022/2023,Celta Vigo,goncalo-paciencia94
4055,Patrick Wimmer,21.0,5000000.0,Summer,2022/2023,Wolfsburg,patrick-wimmer01
4056,Dzenan Pejcinovic,17.0,1250000.0,Summer,2022/2023,Wolfsburg,dzenan-pejcinovic05
4063,Bartosz Bialek,20.0,200000.0,Summer,2022/2023,Vitesse,bartosz-bialek01
4067,Kevin Mbabu,27.0,5500000.0,Summer,2022/2023,Fulham,kevin-mbabu95
4068,Xaver Schlager,24.0,12000000.0,Summer,2022/2023,RB Leipzig,xaver-schlager97
4072,Omar Marmoush,23.0,0.0,Summer,2022/2023,Wolfsburg,omar-marmoush99
4075,Josuha Guilavogui,31.0,0.0,Summer,2022/2023,Wolfsburg,josuha-guilavogui90
4080,Aurélio Buta,25.0,0.0,Summer,2022/2023,Eint Frankfurt,aurelio-buta97
4081,Hrvoje Smolcic,21.0,2500000.0,Summer,2022/2023,Eint Frankfurt,hrvoje-smolcic00
4082,Kristijan Jakic,25.0,3500000.0,Summer,2022/2023,Eint Frankfurt,kristijan-jakic97
4083,Mario Götze,30.0,4000000.0,Summer,2022/2023,Eint Frankfurt,mario-gotze92
4085,Jens Petter Hauge,22.0,10000000.0,Summer,2022/2023,Eint Frankfurt,jens-petter-hauge99
4094,Breel Embolo,25.0,12500000.0,Summer,2022/2023,Monaco,breel-embolo97
4098,Faride Alidou,20.0,0.0,Summer,2022/2023,Eint Frankfurt,faride-alidou01
4099,Randal Kolo Muani,23.0,0.0,Summer,2022/2023,Eint Frankfurt,randal-kolo-muani98
4101,Ajdin Hrustic,26.0,500000.0,Summer,2022/2023,Hellas Verona,ajdin-hrustic96
4102,Rodrigo Zalazar,22.0,1500000.0,Summer,2022/2023,Schalke 04,rodrigo-zalazar99
4103,Dominik Kohr,28.0,1500000.0,Summer,2022/2023,Mainz 05,dominik-kohr94
4109,Marcel Wenig,18.0,0.0,Summer,2022/2023,Eint Frankfurt,marcel-wenig04
4115,Junior Dina Ebimbe,21.0,0.0,Summer,2022/2023,Eint Frankfurt,junior-dina-ebimbe00
4118,Kristian Pedersen,27.0,0.0,Summer,2022/2023,Köln,kristian-pedersen94
4121,Lucas Alario,29.0,6000000.0,Summer,2022/2023,Eint Frankfurt,lucas-alario92
4122,Nadiem Amiri,25.0,0.0,Summer,2022/2023,Leverkusen,nadiem-amiri96
4123,Joel Pohjanpalo,27.0,0.0,Summer,2022/2023,Leverkusen,joel-pohjanpalo94
4126,Ayman Azhil,21.0,0.0,Summer,2022/2023,Leverkusen,ayman-azhil01
4129,Callum Hudson-Odoi,21.0,0.0,Summer,2022/2023,Leverkusen,callum-hudson-odoi00
4130,Adam Hlozek,19.0,13000000.0,Summer,2022/2023,Leverkusen,adam-hlozek02
4132,Reinier,20.0,0.0,Summer,2022/2023,Real Madrid,reinier02
4135,Axel Witsel,33.0,0.0,Summer,2022/2023,Atlético Madrid,axel-witsel89
4140,Manuel Akanji,27.0,17500000.0,Summer,2022/2023,Manchester City,manuel-akanji95
4141,Julian Baumgartlinger,34.0,0.0,Summer,2022/2023,Augsburg,julian-baumgartlinger88
4148,Sanoussy Ba,18.0,0.0,Summer,2022/2023,RB Leipzig,sanoussy-ba04
4152,Janis Blaswich,31.0,0.0,Summer,2022/2023,RB Leipzig,janis-blaswich91
4153,Abdou Diallo,26.0,1500000.0,Summer,2022/2023,RB Leipzig,abdou-diallo96
4159,Steffen Tigges,23.0,1200000.0,Summer,2022/2023,Köln,steffen-tigges98
4161,Linton Maina,23.0,0.0,Summer,2022/2023,Köln,linton-maina99
4163,Marc Roca,25.0,12000000.0,Summer,2022/2023,Leeds United,marc-roca96
4164,Tanguy Nianzou,20.0,16000000.0,Summer,2022/2023,Sevilla,tanguy-nianzou02
4170,Adrian Fein,23.0,0.0,Summer,2022/2023,Bayern Munich,adrian-fein99
4172,Malik Tillman,21.0,0.0,Summer,2022/2023,Bayern Munich,malik-tillman02
4174,Gabriel Vidovic,18.0,0.0,Summer,2022/2023,Bayern Munich,gabriel-vidovic03
4175,Noussair Mazraoui,24.0,0.0,Summer,2022/2023,Bayern Munich,noussair-mazraoui97
4176,Ryan Gravenberch,20.0,18500000.0,Summer,2022/2023,Bayern Munich,ryan-gravenberch02
4177,Mathys Tel,17.0,20000000.0,Summer,2022/2023,Bayern Munich,mathys-tel05
4179,Matthijs de Ligt,22.0,67000000.0,Summer,2022/2023,Bayern Munich,matthijs-de-ligt99
4180,Chris Richards,22.0,12000000.0,Summer,2022/2023,Crystal Palace,chris-richards00
