,player_name,age,fee,transfer_period,season,Squad,player_code
5174,Leo Román,21.0,0.0,Summer,2022/2023,Mallorca,leonardo-roman00
5175,Matija Nastasić,29.0,0.0,Summer,2022/2023,Mallorca,matija-nastasic93
5179,Predrag Rajković,26.0,2000000.0,Summer,2022/2023,Mallorca,predrag-rajkovic95
5180,Pablo Maffeo,24.0,3000000.0,Summer,2022/2023,Mallorca,pablo-maffeo97
5185,Gonzalo Villar,24.0,0.0,Summer,2022/2023,Roma,gonzalo-villar98
5190,Lago Júnior,31.0,0.0,Summer,2022/2023,Mallorca,lago-junior90
5191,Braian Cufré,25.0,0.0,Summer,2022/2023,Mallorca,braian-cufre96
5194,Awer Mabil,26.0,0.0,Summer,2022/2023,Cádiz,awer-mabil95
5196,Rubén Alcaraz,31.0,1000000.0,Summer,2022/2023,Cádiz,ruben-alcaraz91
5197,Brian Ocampo,23.0,1900000.0,Summer,2022/2023,Cádiz,brian-ocampo99
5198,Théo Bongonda,26.0,3000000.0,Summer,2022/2023,Cádiz,theo-bongonda95
5201,Rodrigo Battaglia,30.0,0.0,Summer,2022/2023,Sporting CP,rodrigo-battaglia91
5207,Brian Oliván,28.0,0.0,Summer,2022/2023,Espanyol,brian-olivan94
5217,Jaime Seoane,25.0,0.0,Summer,2022/2023,Getafe,jaime-seoane97
5218,Domingos Duarte,27.0,750000.0,Summer,2022/2023,Getafe,domingos-duarte95
5219,Luis Milla,27.0,5000000.0,Summer,2022/2023,Getafe,luis-milla94
5220,Borja Mayoral,25.0,10000000.0,Summer,2022/2023,Getafe,borja-mayoral97
5236,Fabrizio Angileri,28.0,0.0,Summer,2022/2023,Getafe,fabrizio-angileri94
5237,Munir El Haddadi,26.0,0.0,Summer,2022/2023,Getafe,munir-el-haddadi95
5239,Portu,30.0,0.0,Summer,2022/2023,Getafe,portu92
5247,Mathías Olivera,24.0,11000000.0,Summer,2022/2023,Napoli,mathias-olivera97
5254,Omar Alderete,25.0,0.0,Summer,2022/2023,Getafe,omar-alderete96
5255,Ángel Algobia,23.0,0.0,Summer,2022/2023,Getafe,angel-algobia99
5258,Juanmi Latasa,21.0,0.0,Summer,2022/2023,Getafe,juanmi-latasa01
5259,Joseba Zaldua,30.0,0.0,Summer,2022/2023,Cádiz,joseba-zaldua92
5260,Unai López,26.0,0.0,Summer,2022/2023,Athletic Club,unai-lopez95
5274,José Carlos Lazo,26.0,0.0,Summer,2022/2023,Espanyol,jose-carlos-lazo96
5286,Fede San Emeterio,25.0,0.0,Summer,2022/2023,Valladolid,fede-san-emeterio97
5288,Sergi Guardiola,31.0,0.0,Summer,2022/2023,Valladolid,sergi-guardiola91
5289,Sekou Gassama,27.0,0.0,Summer,2022/2023,Valladolid,sekou-gassama95
5294,Paulo Vitor,23.0,0.0,Summer,2022/2023,Valladolid,paulo-vitor99
5296,Juanjo Narváez,27.0,0.0,Summer,2022/2023,Valladolid,juanjo-narvaez95
5297,Zouhair Feddal,32.0,0.0,Summer,2022/2023,Valladolid,zouhair-feddal89
5299,Sergio Escudero,32.0,0.0,Summer,2022/2023,Valladolid,sergio-escudero89
5300,Iván Sánchez,29.0,100000.0,Summer,2022/2023,Valladolid,ivan-sanchez92
5301,Mickaël Malsa,25.0,500000.0,Summer,2022/2023,Valladolid,mickael-malsa95
5302,Kenedy,26.0,500000.0,Summer,2022/2023,Valladolid,kenedy96
5303,Monchu,22.0,1200000.0,Summer,2022/2023,Valladolid,monchu99
5306,Iván Fresneda,17.0,0.0,Summer,2022/2023,Valladolid,ivan-fresneda04
5311,Milutin Osmajic,23.0,0.0,Summer,2022/2023,Vizela,milutin-osmajic99
5323,Raúl Parra,22.0,0.0,Summer,2022/2023,Cádiz,raul-parra99
5325,Momo Mbaye,24.0,0.0,Summer,2022/2023,Cádiz,mamadou-mbaye98
5329,Álvaro Giménez,31.0,0.0,Summer,2022/2023,Cádiz,alvaro-gimenez91
5333,Srdjan Babic,26.0,1100000.0,Summer,2022/2023,Almería,srdan-babic96
5334,Léo Baptistão,29.0,1500000.0,Summer,2022/2023,Almería,leo-baptistao92
5336,Alejandro Pozo,23.0,3000000.0,Summer,2022/2023,Almería,alejandro-pozo-pozo99
5337,Marko Milovanovic,18.0,3500000.0,Summer,2022/2023,Almería,marko-milovanovic03
5339,Kaiky,18.0,7000000.0,Summer,2022/2023,Almería,kaiky04
5340,Lázaro,20.0,7000000.0,Summer,2022/2023,Almería,lazaro02
5341,Gonzalo Melero,28.0,1900000.0,Summer,2022/2023,Almería,gonzalo-melero94
5347,Adrián Embarba,30.0,1000000.0,Summer,2022/2023,Almería,adri-embarba92
5353,Mohamed Achi,20.0,0.0,Summer,2022/2023,Nantes,mohamed-achi02
5356,Mostafa Mohamed,24.0,250000.0,Summer,2022/2023,Nantes,mostafa-mohamed97
5357,Moussa Sissoko,32.0,2000000.0,Summer,2022/2023,Nantes,moussa-sissoko89
5358,Ignatius Ganago,23.0,4400000.0,Summer,2022/2023,Nantes,ignatius-ganago99
5368,Tino Kadewere,26.0,400000.0,Summer,2022/2023,Mallorca,tino-kadewere96
5369,Cenk Özkacar,21.0,500000.0,Summer,2022/2023,Valencia,cenk-ozkacar00
5374,Lohann Doucet,19.0,0.0,Summer,2022/2023,Nantes,lohann-doucet02
5377,Abdoul Kader Bamba,28.0,0.0,Summer,2022/2023,Nantes,abdoul-kader-bamba94
5378,Sven Botman,22.0,37000000.0,Summer,2022/2023,Newcastle Utd,sven-botman00
5379,Lucas Chevalier,20.0,0.0,Summer,2022/2023,Lille,lucas-chevalier01
5381,Yusuf Yazici,25.0,0.0,Summer,2022/2023,Lille,yusuf-yazici97
5382,André Gomes,29.0,0.0,Summer,2022/2023,Lille,andre-gomes93
5385,Rémy Cabella,32.0,0.0,Summer,2022/2023,Lille,remy-cabella90
5386,Ismaily,32.0,0.0,Summer,2022/2023,Lille,ismaily90
5387,Alexsandro,22.0,2000000.0,Summer,2022/2023,Lille,alex-sandro91
5389,Adam Ounas,25.0,3000000.0,Summer,2022/2023,Lille,adam-ounas96
5390,Alan Virginius,19.0,4000000.0,Summer,2022/2023,Lille,alan-virginius03
5400,Mohamed El Arouch,18.0,0.0,Summer,2022/2023,Lyon,mohamed-el-arouch04
5401,Renato Sanches,24.0,15000000.0,Summer,2022/2023,Paris S-G,renato-sanches97
5402,Brice Samba,28.0,5000000.0,Summer,2022/2023,Lens,brice-samba94
5409,Lukasz Poreba,22.0,350000.0,Summer,2022/2023,Lens,lukasz-poreba00
5411,Jean Onana,22.0,4000000.0,Summer,2022/2023,Lens,jean-onana00
5413,Adam Buksa,25.0,6000000.0,Summer,2022/2023,Lens,adam-buksa96
5415,Loïs Openda,22.0,9800000.0,Summer,2022/2023,Lens,lois-openda00
5429,Rémy Riou,34.0,0.0,Summer,2022/2023,Lyon,remy-riou87
5430,Alexandre Lacazette,31.0,0.0,Summer,2022/2023,Lyon,alexandre-lacazette91
5432,Saël Kumbedi,17.0,1000000.0,Summer,2022/2023,Lyon,sael-kumbedi05
5433,Nicolás Tagliafico,29.0,4200000.0,Summer,2022/2023,Lyon,nicolas-tagliafico92
5434,Johann Lepenant,19.0,4250000.0,Summer,2022/2023,Lyon,johann-lepenant02
5447,Jonathan Clauss,29.0,7500000.0,Summer,2022/2023,Marseille,jonathan-clauss92
5449,Cheick Doucouré,22.0,22600000.0,Summer,2022/2023,Crystal Palace,cheick-doucoure00
5451,Zeki Celik,25.0,7000000.0,Summer,2022/2023,Roma,zeki-celik97
5452,Ibrahim Amadou,29.0,0.0,Summer,2022/2023,Angers,ibrahim-amadou93
5454,Théo Sainte-Luce,23.0,0.0,Summer,2022/2023,Montpellier,theo-sainte-luce98
5457,Christopher Jullien,29.0,1000000.0,Summer,2022/2023,Montpellier,christopher-jullien93
5472,Sambou Sissoko,23.0,0.0,Summer,2022/2023,R.F.C. Seraing,sambou-sissoko00
5476,Arnaud Nordin,24.0,0.0,Summer,2022/2023,Montpellier,arnaud-nordin98
5477,Wahbi Khazri,31.0,0.0,Summer,2022/2023,Montpellier,wahbi-khazri91
5478,Faitout Maouassa,23.0,0.0,Summer,2022/2023,Montpellier,faitout-maouassa98
5479,Khalil Fayad,18.0,0.0,Summer,2022/2023,Montpellier,khalil-fayad04
5480,Amine Salama,21.0,0.0,Summer,2022/2023,Angers,amine-salama00
5481,Himad Abdelli,22.0,0.0,Summer,2022/2023,Angers,himad-abdelli99
5482,Ilyes Chetti,27.0,0.0,Summer,2022/2023,Angers,ilyes-cheti95
5484,Miha Blazic,29.0,0.0,Summer,2022/2023,Angers,miha-blazic93
5485,Halid Sabanovic,22.0,300000.0,Summer,2022/2023,Angers,halid-sabanovic99
5486,Adrien Hunou,28.0,1500000.0,Summer,2022/2023,Angers,adrien-hunou94
5488,Ousmane Camara,19.0,2200000.0,Summer,2022/2023,Angers,ousmane-camara01
5496,Junior Sambia,25.0,0.0,Summer,2022/2023,Salernitana,junior-sambia96
5497,Mihailo Ristić,26.0,0.0,Summer,2022/2023,Benfica,mihailo-ristic95
5500,Enzo Tchato,19.0,0.0,Summer,2022/2023,Montpellier,enzo-tchato02
5501,El Bilal Touré,20.0,8000000.0,Summer,2022/2023,Almería,el-bilal-toure01
5503,Domagoj Bradaric,22.0,5000000.0,Summer,2022/2023,Salernitana,domagoj-bradaric99
5526,Burak Yilmaz,36.0,0.0,Summer,2022/2023,Fortuna Sittard,burak-yilmaz85
5533,Kaj Sierhuis,24.0,0.0,Summer,2022/2023,Reims,kaj-sierhuis98
5536,Moustapha Mbow,22.0,0.0,Summer,2022/2023,Reims,moustapha-mbow00
5537,Thibault De Smet,24.0,0.0,Summer,2022/2023,Reims,thibault-de-smet98
5538,Kamory Doumbia,19.0,0.0,Summer,2022/2023,Reims,kamory-doumbia03
5539,Martin Adeline,18.0,0.0,Summer,2022/2023,Reims,martin-adeline03
5540,Folarin Balogun,21.0,0.0,Summer,2022/2023,Reims,folarin-balogun01
5541,Maxime Busi,22.0,0.0,Summer,2022/2023,Reims,maxime-busi99
5545,Emmanuel Agbadou,25.0,2600000.0,Summer,2022/2023,Reims,emmanuel-agbadou97
5546,Andreaw Gravillon,24.0,3500000.0,Summer,2022/2023,Reims,andrew-gravillon98
5547,Junya Ito,29.0,10000000.0,Summer,2022/2023,Reims,junya-ito93
5549,Martín Satriano,21.0,0.0,Summer,2022/2023,Inter,martin-satriano01
5561,Samuel Gigot,28.0,0.0,Summer,2022/2023,Marseille,samuel-gigot93
5563,Nemanja Radonjić,26.0,0.0,Summer,2022/2023,Marseille,nemanja-radonjic96
5566,Nuno Tavares,22.0,0.0,Summer,2022/2023,Marseille,nuno-tavares00
5570,Alexis Sánchez,33.0,0.0,Summer,2022/2023,Marseille,alexis-sanchez88
5571,Chancel Mbemba,27.0,0.0,Summer,2022/2023,Marseille,chancel-mbemba94
5572,Eric Bailly,28.0,2000000.0,Summer,2022/2023,Marseille,eric-bailly94
5575,Arkadiusz Milik,28.0,8000000.0,Summer,2022/2023,Marseille,arkadiusz-milik94
5576,Cengiz Ünder,24.0,8400000.0,Summer,2022/2023,Marseille,cengiz-under97
5579,Boubacar Kamara,22.0,0.0,Summer,2022/2023,Aston Villa,boubacar-kamara99
5585,Maghnes Akliouche,20.0,0.0,Summer,2022/2023,Monaco,maghnes-akliouche02
5586,Félix Lemaréchal,18.0,0.0,Summer,2022/2023,Monaco,felix-lemarechal03
5588,Malang Sarr,23.0,1000000.0,Summer,2022/2023,Monaco,malang-sarr99
5591,Mohamed Camara,22.0,15000000.0,Summer,2022/2023,Monaco,mohamed-camara97
5597,William Saliba,21.0,0.0,Summer,2022/2023,Arsenal,william-saliba01
5599,Pol Lirola,24.0,0.0,Summer,2022/2023,Elche,pol-lirola97
5603,Jordan Veretout,29.0,11000000.0,Summer,2022/2023,Marseille,jordan-veretout93
5606,Timothée Pembélé,19.0,0.0,Summer,2022/2023,Paris S-G,timothee-pembele02
5607,Alphonse Areola,29.0,9300000.0,Summer,2022/2023,West Ham,alphonse-areola93
5609,Arnaud Kalimuendo,20.0,20000000.0,Summer,2022/2023,Rennes,arnaud-kalimuendo02
5621,Djeidi Gassama,18.0,0.0,Summer,2022/2023,Paris S-G,djeidi-gassama03
5622,Hugo Ekitiké,20.0,0.0,Summer,2022/2023,Paris S-G,hugo-ekitike02
5625,Carlos Soler,25.0,18000000.0,Summer,2022/2023,Paris S-G,carlos-soler97
5627,Nuno Mendes,20.0,38000000.0,Summer,2022/2023,Paris S-G,nuno-mendes02
5628,Vitinha,22.0,41500000.0,Summer,2022/2023,Paris S-G,vitinha00
5629,Idrissa Gueye,32.0,4000000.0,Summer,2022/2023,Everton,idrissa-gana-gueye89
5631,Julian Draxler,28.0,2500000.0,Summer,2022/2023,Benfica,julian-draxler93
5632,Marcin Bulka,22.0,2000000.0,Summer,2022/2023,Nice,marcin-bulka99
5636,Layvin Kurzawa,29.0,0.0,Summer,2022/2023,Fulham,layvin-kurzawa92
5641,Georginio Wijnaldum,31.0,0.0,Summer,2022/2023,Roma,georginio-wijnaldum90
5644,Nathan Bitumazala,19.0,0.0,Summer,2022/2023,Eupen,nathan-bitu-mazala02
5646,Leandro Paredes,28.0,0.0,Summer,2022/2023,Juventus,leandro-paredes94
5648,Teddy Alloh,20.0,0.0,Summer,2022/2023,Eupen,teddy-alloh02
5649,Ángel Di María,34.0,0.0,Summer,2022/2023,Juventus,angel-di-maria88
5651,Xavi Simons,19.0,0.0,Summer,2022/2023,PSV Eindhoven,xavi-simons03
5660,Flavius Daniliuc,21.0,5000000.0,Summer,2022/2023,Salernitana,flavius-daniliuc01
5661,Amine Gouiri,22.0,28000000.0,Summer,2022/2023,Rennes,amine-gouiri00
5670,Ross Barkley,28.0,0.0,Summer,2022/2023,Nice,ross-barkley93
5671,Nicolas Pépé,27.0,0.0,Summer,2022/2023,Nice,nicolas-pepe95
5673,Joe Bryan,28.0,0.0,Summer,2022/2023,Nice,joe-bryan93
5674,Badredine Bouanani,17.0,0.0,Summer,2022/2023,Nice,badredine-bouanani04
5675,Aaron Ramsey,31.0,0.0,Summer,2022/2023,Nice,aaron-ramsey90
5676,Kasper Schmeichel,35.0,1000000.0,Summer,2022/2023,Nice,kasper-schmeichel86
5678,Rares Ilie,19.0,5000000.0,Summer,2022/2023,Nice,rares-ilie03
5681,Walter Benítez,29.0,0.0,Summer,2022/2023,PSV Eindhoven,walter-benitez93
5685,Marvin Senaya,21.0,0.0,Summer,2022/2023,Strasbourg,marvin-senaya01
5687,Bingourou Kamara,25.0,0.0,Summer,2022/2023,Strasbourg,bingourou-kamara96
5688,Habib Diarra,18.0,0.0,Summer,2022/2023,Strasbourg,habib-diarra04
5691,Colin Dagba,23.0,0.0,Summer,2022/2023,Strasbourg,colin-dagba98
5693,Thomas Delaine,30.0,0.0,Summer,2022/2023,Strasbourg,thomas-delaine92
5694,Lucas Perrin,23.0,1500000.0,Summer,2022/2023,Strasbourg,lucas-perrin98
5695,Jean-Eudes Aholou,28.0,3000000.0,Summer,2022/2023,Strasbourg,jean-eudes-aholou94
5696,Justin Kluivert,23.0,0.0,Summer,2022/2023,Roma,justin-kluivert99
5698,Jordan Amavi,28.0,0.0,Summer,2022/2023,Marseille,jordan-amavi94
5701,Alexis Claude-Maurice,24.0,0.0,Summer,2022/2023,Lens,alexis-claude-maurice98
5702,Calvin Stengs,23.0,0.0,Summer,2022/2023,Antwerp,calvin-stengs98
5703,Evann Guessand,21.0,0.0,Summer,2022/2023,Nantes,evann-guessand01
5705,Mattia Viti,20.0,13000000.0,Summer,2022/2023,Nice,mattia-viti02
5707,Sofiane Diop,22.0,22000000.0,Summer,2022/2023,Nice,sofiane-diop00
5709,Jeanuël Belocian,17.0,0.0,Summer,2022/2023,Rennes,jeanuel-belocian05
5710,Steve Mandanda,37.0,0.0,Summer,2022/2023,Rennes,steve-mandanda85
5711,Christopher Wooh,20.0,9000000.0,Summer,2022/2023,Rennes,christopher-wooh01
5712,Arthur Theate,22.0,19000000.0,Summer,2022/2023,Rennes,arthur-theate00
5716,Radoslaw Majecki,22.0,0.0,Summer,2022/2023,Cercle Brugge,radoslaw-majecki99
5718,Pelé,30.0,0.0,Summer,2022/2023,Famalicão,pele91
5720,Jean Marcelin,22.0,0.0,Summer,2022/2023,Cercle Brugge,jean-marcelin00
5722,Vito Mannone,34.0,0.0,Summer,2022/2023,Lorient,vito-mannone88
5729,Aurélien Tchouameni,22.0,80000000.0,Summer,2022/2023,Real Madrid,aurelien-tchouameni00
5730,Guéla Doué,19.0,0.0,Summer,2022/2023,Rennes,guela-doue02
5731,Désiré Doué,17.0,0.0,Summer,2022/2023,Rennes,desire-doue05
5735,Junior Kadile,19.0,0.0,Summer,2022/2023,Famalicão,junior-kadile02
5737,Serhou Guirassy,26.0,0.0,Summer,2022/2023,Stuttgart,serhou-guirassy96
5738,Loïc Badé,22.0,0.0,Summer,2022/2023,Nott'ham Forest,loic-bade00
5739,Metehan Güçlü,23.0,0.0,Summer,2022/2023,Emmen,metehan-guclu99
5740,James Léa Siliki,26.0,0.0,Summer,2022/2023,Estoril,james-lea-siliki96
5743,Jonas Martin,32.0,0.0,Summer,2022/2023,Lille,jonas-martin90
5744,Yann Gboho,21.0,0.0,Summer,2022/2023,Cercle Brugge,yann-gboho01
5745,Gaëtan Laborde,28.0,15000000.0,Summer,2022/2023,Nice,gaetan-laborde94
5751,Matthis Abline,19.0,0.0,Summer,2022/2023,Rennes,matthis-abline03
5753,Joe Rodon,24.0,0.0,Summer,2022/2023,Rennes,joe-rodon97
5755,Yahia Fofana,21.0,0.0,Summer,2022/2023,Angers,yahia-fofana00
5756,Steven Fortes,30.0,0.0,Summer,2022/2023,Lens,steven-fortes92
5757,Yan Valery,23.0,0.0,Summer,2022/2023,Angers,yan-valery99
5758,Morgan Sanson,28.0,0.0,Winter,2022/2023,Strasbourg,morgan-sanson94
5760,Rémy Labeau Lascary,19.0,0.0,Winter,2022/2023,Lens,remy-labeau-lascary03
5762,Julien Le Cardinal,25.0,2300000.0,Winter,2022/2023,Lens,julien-le-cardinal97
5764,Ronaël Pierre-Gabriel,24.0,0.0,Winter,2022/2023,Mainz 05,ronael-pierre-gabriel98
5765,Karol Fila,24.0,0.0,Winter,2022/2023,Zulte Waregem,karol-fila98
5766,Adrien Thomasson,29.0,3900000.0,Winter,2022/2023,Lens,adrien-thomasson93
5767,Ludovic Ajorque,28.0,6000000.0,Winter,2022/2023,Mainz 05,ludovic-ajorque94
5768,Yuito Suzuki,21.0,0.0,Winter,2022/2023,Strasbourg,yuito-suzuki01
5769,Frédéric Guilbert,28.0,0.0,Winter,2022/2023,Strasbourg,frederic-guilbert94
5771,Eduard Sobol,27.0,2500000.0,Winter,2022/2023,Strasbourg,eduard-sobol95
5772,Mads Bech Sörensen,23.0,0.0,Winter,2022/2023,Brentford,mads-bech-sorensen99
5773,Andy Delort,31.0,0.0,Winter,2022/2023,Nantes,andy-delort91
5777,Kasper Dolberg,25.0,0.0,Winter,2022/2023,Hoffenheim,kasper-dolberg97
5780,Mario Lemina,29.0,11000000.0,Winter,2022/2023,Wolves,mario-lemina93
5782,Jeffinho,23.0,10000000.0,Winter,2022/2023,Lyon,jeffinho99
5785,Leny Yoro,16.0,0.0,Winter,2022/2023,Lille,leny-yoro05
5786,Benoît Costil,35.0,0.0,Winter,2022/2023,Lille,benoit-costil87
5794,Jaouen Hadjam,19.0,0.0,Winter,2022/2023,Nantes,jaouen-hadjam03
5798,Jeff Reine-Adélaïde,25.0,0.0,Winter,2022/2023,Troyes,jeff-reine-adelaide98
5802,Romain Faivre,24.0,1000000.0,Winter,2022/2023,Lorient,romain-faivre98
5803,Karl Toko Ekambi,30.0,1500000.0,Winter,2022/2023,Rennes,karl-toko-ekambi92
5809,Ander Herrera,33.0,0.0,Winter,2022/2023,Athletic Club,ander-herrera89
5814,Ruslan Malinovskyi,29.0,0.0,Winter,2022/2023,Marseille,ruslan-malinovskyi93
5817,Keylor Navas,36.0,0.0,Winter,2022/2023,Nott'ham Forest,keylor-navas86
5821,Terem Moffi,23.0,2500000.0,Winter,2022/2023,Nice,terem-moffi99
5835,Pape Gueye,24.0,0.0,Winter,2022/2023,Sevilla,pape-gueye99
5836,Youssouf Ndayishimiye,24.0,11500000.0,Winter,2022/2023,Nice,youssouf-ndayishimiye98
5841,Kamaldeen Sulemana,20.0,25000000.0,Winter,2022/2023,Southampton,kamaldeen-sulemana02
5845,Ibrahim Salah,21.0,3000000.0,Winter,2022/2023,Rennes,ibrahim-salah01
5848,Anthony Musaba,22.0,0.0,Winter,2022/2023,NEC Nijmegen,anthony-musaba00
5851,Benoît Badiashile,21.0,38000000.0,Winter,2022/2023,Chelsea,benoit-badiashile01
5853,Chrislain Matsima,20.0,0.0,Winter,2022/2023,Monaco,chrislain-matsima02
5855,Arthur Zagré,21.0,0.0,Winter,2022/2023,Monaco,arthur-zagre01
5856,Eliesse Ben Seghir,17.0,0.0,Winter,2022/2023,Monaco,eliesse-ben-seghir05
5858,Akim Zedadka,27.0,0.0,Winter,2022/2023,Auxerre,akim-zedadka95
5861,Saïd Hamulic,22.0,2500000.0,Winter,2022/2023,Toulouse,said-hamulic00
5864,Brandon Baiye,22.0,0.0,Winter,2022/2023,Eupen,brandon-baiye00
5867,Aïman Maurer,18.0,0.0,Winter,2022/2023,Clermont Foot,aiman-maurer04
5871,Quentin Boisgard,25.0,0.0,Winter,2022/2023,Paris S-G,quentin-boisgard97
5872,Ayman Kari,18.0,0.0,Winter,2022/2023,Lorient,ayman-kari04
5877,Moritz Jenz,23.0,0.0,Winter,2022/2023,Schalke 04,moritz-jenz99
5879,Dango Ouattara,20.0,22500000.0,Winter,2022/2023,Bournemouth,dango-ouattara02
5882,Sambou Soumano,22.0,0.0,Winter,2022/2023,Lorient,sambou-soumano01
5883,Warren Kamanzi,22.0,0.0,Winter,2022/2023,Toulouse,waren-kamanzi00
5884,Gabriel Suazo,25.0,0.0,Winter,2022/2023,Toulouse,gabriel-suazo97
5885,Abdallah Sima,21.0,0.0,Summer,2022/2023,Angers,abdallah-sima01
5886,Naatan Skyttä,20.0,0.0,Winter,2022/2023,Toulouse,naatan-skytta02
5892,Han-Noah Massengo,21.0,0.0,Winter,2022/2023,Auxerre,han-noah-massengo01
5894,Siriki Dembélé,26.0,0.0,Winter,2022/2023,Auxerre,siriki-dembele96
5899,Elisha Owusu,25.0,0.0,Winter,2022/2023,Auxerre,elisha-owusu97
5902,Moussa Djitté,23.0,0.0,Winter,2022/2023,Ajaccio,moussa-djitte99
5905,Yanis Begraoui,21.0,0.0,Winter,2022/2023,Paris S-G,yanis-begraoui01
5914,Rafik Guitane,23.0,0.0,Winter,2022/2023,Estoril,rafik-guitane99
5925,Islam Slimani,34.0,0.0,Winter,2022/2023,Anderlecht,islam-slimani88
5934,Ibrahim Diakité,19.0,0.0,Winter,2022/2023,Eupen,ibrahim-diakite03
5936,Benjamin Lecomte,31.0,2000000.0,Winter,2022/2023,Montpellier,benjamin-lecomte91
5937,Issiaga Sylla,29.0,0.0,Winter,2022/2023,Montpellier,issiaga-sylla94
5938,Bamba Dieng,22.0,7000000.0,Winter,2022/2023,Lorient,bamba-dieng00
5951,Azzedine Ounahi,22.0,8000000.0,Winter,2022/2023,Marseille,azzedine-ounahi00
5952,Faouzi Ghoulam,31.0,0.0,Winter,2022/2023,Angers,faouzi-ghoulam91
5953,Ibrahima Niane,23.0,0.0,Winter,2022/2023,Angers,ibrahima-niane99
5957,Jonas Omlin,29.0,9000000.0,Winter,2022/2023,M'Gladbach,jonas-omlin94
5960,Vincent Sierro,27.0,0.0,Winter,2022/2023,Toulouse,vincent-sierro95
5965,Adil Aouchiche,20.0,0.0,Summer,2022/2023,Lorient,adil-aouchiche02
5966,Darlin Yongwa,21.0,1500000.0,Summer,2022/2023,Lorient,darlin-yongwa00
5967,Montassar Talbi,24.0,1500000.0,Summer,2022/2023,Lorient,montassar-talbi98
5968,Yoann Cathline,20.0,2700000.0,Summer,2022/2023,Lorient,yoann-cathline02
5970,Lebo Mothiba,26.0,0.0,Summer,2022/2023,Strasbourg,lebo-mothiba96
5972,Issa Kaboré,21.0,0.0,Summer,2022/2023,Manchester City,issa-kabore01
5986,Siriné Doucouré,20.0,0.0,Summer,2022/2023,Lorient,sirine-doucoure02
5987,Bamo Meïté,21.0,0.0,Summer,2022/2023,Lorient,bamo-meite01
5995,Houboulang Mendes,24.0,0.0,Summer,2022/2023,Almería,houboulang-mendes98
5997,Paul Nardi,28.0,150000.0,Summer,2022/2023,Gent,paul-nardi94
6002,Armand Laurienté,23.0,10000000.0,Summer,2022/2023,Sassuolo,armand-lauriente98
6005,Adrian Grbic,25.0,0.0,Summer,2022/2023,Lorient,adrian-grbic96
6008,Julien Ponceau,21.0,0.0,Summer,2022/2023,Lorient,julien-ponceau00
6020,Jimmy Cabot,28.0,2000000.0,Summer,2022/2023,Lens,jimmy-cabot94
6024,Paul Bernardoni,25.0,0.0,Summer,2022/2023,Angers,paul-bernardoni97
6025,Giulian Biancone,22.0,10000000.0,Summer,2022/2023,Nott'ham Forest,giulian-biancone00
6026,Sada Thioub,27.0,0.0,Summer,2022/2023,Angers,sada-thioub95
6027,Antonin Bobichon,26.0,0.0,Summer,2022/2023,Angers,antonin-bobichon95
6028,Farid El Melali,25.0,0.0,Summer,2022/2023,Angers,farid-el-melali97
6031,Jean-Mattéo Bahoya,17.0,0.0,Summer,2022/2023,Angers,jean-matteo-bahoya05
6032,Jason Mbock,22.0,0.0,Summer,2022/2023,Angers,jason-mbock99
6035,Kenji-Van Boto,26.0,0.0,Summer,2022/2023,Auxerre,kenji-van-boto96
6044,Rui Pires,24.0,0.0,Summer,2022/2023,Troyes,rui-pires98
6045,Mykola Kukharevych,21.0,0.0,Summer,2022/2023,Troyes,mykola-kukharevych01
6046,Mahamadou Dembélé,23.0,0.0,Summer,2022/2023,Troyes,mahamadou-dembele99
6048,Lucien Agoumé,20.0,0.0,Summer,2022/2023,Troyes,lucien-agoume02
6049,Mateusz Lis,25.0,0.0,Summer,2022/2023,Troyes,mateusz-lis97
6050,Papa Ndiaga Yade,22.0,0.0,Summer,2022/2023,Troyes,papa-ndiaga-yade00
6051,Rony Lopes,26.0,0.0,Summer,2022/2023,Troyes,rony-lopes95
6052,Marlos Moreno,25.0,0.0,Summer,2022/2023,Troyes,marlos-moreno96
6053,Ante Palaversa,22.0,0.0,Summer,2022/2023,Troyes,ante-palaversa00
6054,Amar Abdirahman Ahmed,18.0,0.0,Summer,2022/2023,Troyes,amar-ahmed04
6055,Wilson Odobert,17.0,0.0,Summer,2022/2023,Troyes,wilson-odobert04
6056,Andreas Bruus,23.0,1500000.0,Summer,2022/2023,Troyes,andreas-bruus99
6057,Thierno Baldé,20.0,3000000.0,Summer,2022/2023,Troyes,thierno-balde02
6058,Iké Ugbo,23.0,3000000.0,Summer,2022/2023,Troyes,ike-ugbo98
6060,Sávio,18.0,6500000.0,Summer,2022/2023,Troyes,savio04
6062,Loïs Diony,29.0,0.0,Summer,2022/2023,Angers,lois-diony92
6064,Yoann Touzghar,35.0,0.0,Summer,2022/2023,Ajaccio,yoann-touzghar86
6067,Simon Elisor,22.0,0.0,Summer,2022/2023,Ajaccio,simon-elisor99
6069,Kevin Spadanuda,25.0,0.0,Summer,2022/2023,Ajaccio,kevin-spadanuda97
6070,Youssouf Koné,27.0,0.0,Summer,2022/2023,Ajaccio,youssouf-kone95
6071,Clément Vidal,22.0,0.0,Summer,2022/2023,Ajaccio,clement-vidal00
6072,Mickaël Alphonse,32.0,0.0,Summer,2022/2023,Ajaccio,mickael-alphonse89
6073,Romain Hamouma,35.0,0.0,Summer,2022/2023,Ajaccio,romain-hamouma87
