Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/298728/Show/Nemanja-Glavcic,	207,Nemanja Glavcic,https://www.whoscored.com/Teams/2059/Show/Russia-Khimki,"Khimki, ",27,",  AM(CR)  ",7(10),768	,1	,1	,3	,0.2	,75.6	,0.9	,-	,6.40
https://www.whoscored.com/Players/411438/Show/Kirill-Kravtsov,	208,Kirill Kravtsov,https://www.whoscored.com/Teams/8726/Show/Russia-PFC-Sochi,"PFC Sochi, ",21,",  M(C)  ",12(12),1085	,1	,-	,3	,0.4	,74.3	,1	,-	,6.40
https://www.whoscored.com/Players/407265/Show/Andrey-Langovich,	209,Andrey Langovich,https://www.whoscored.com/Teams/562/Show/Russia-FC-Rostov,"FC Rostov, ",20,",  D(R)  ",11(11),1045	,2	,-	,4	,0.1	,76.4	,0.7	,-	,6.40
https://www.whoscored.com/Players/75843/Show/Artur-Nigmatullin,	210,Artur Nigmatullin,https://www.whoscored.com/Teams/23722/Show/Russia-Nizhny-Novgorod,"Nizhny Novgorod, ",32,",  GK  ",19,1710	,-	,-	,1	,-	,42.1	,0.2	,-	,6.40
https://www.whoscored.com/Players/375411/Show/Aleksandr-Rudenko,	211,Aleksandr Rudenko,https://www.whoscored.com/Teams/2059/Show/Russia-Khimki,"Khimki, ",25,",  AM(CR),FW  ",20(5),1630	,4	,1	,4	,1.6	,75.1	,0.7	,-	,6.40
https://www.whoscored.com/Players/130917/Show/Eli-Dasa,	212,Eli Dasa,https://www.whoscored.com/Teams/846/Show/Russia-Dinamo-Moscow,"Dinamo Moscow, ",31,",  D(R),M(R)  ",18(4),1670	,-	,2	,3	,0.4	,75.9	,0.4	,-	,6.40
https://www.whoscored.com/Players/120712/Show/Ravil-Netfullin,	213,Ravil Netfullin,https://www.whoscored.com/Teams/849/Show/Russia-Torpedo-Moscow,"Torpedo Moscow, ",31,",  D(C)  ",18(3),1603	,1	,-	,2	,0.6	,76.2	,0.5	,-	,6.40
https://www.whoscored.com/Players/329020/Show/Leo-Goglichidze,	214,Leo Goglichidze,https://www.whoscored.com/Teams/4174/Show/Russia-Ural,"Ural, ",26,",  D(CL)  ",19(7),1559	,-	,1	,4	,0.2	,79.1	,0.8	,-	,6.39
https://www.whoscored.com/Players/28364/Show/Mikhail-Sivakov,	215,Mikhail Sivakov,https://www.whoscored.com/Teams/5460/Show/Russia-FC-Orenburg,"FC Orenburg, ",36,",  D(C)  ",21(3),1888	,-	,-	,7	,0.4	,82.4	,1.2	,-	,6.39
https://www.whoscored.com/Players/364173/Show/Pavel-Maslov,	216,Pavel Maslov,https://www.whoscored.com/Teams/840/Show/Russia-Spartak-Moscow,"Spartak Moscow, ",24,",  D(C)  ",6(13),747	,1	,2	,2	,0.2	,84.7	,0.5	,-	,6.38
https://www.whoscored.com/Players/280203/Show/Vladimir-Ilyin,	217,Vladimir Ilyin,https://www.whoscored.com/Teams/2407/Show/Russia-FK-Akhmat,"FK Akhmat, ",31,",  AM(CR),FW  ",8(19),982	,4	,-	,2	,1	,63.1	,0.9	,1	,6.37
https://www.whoscored.com/Players/410989/Show/Danila-Khotulev,	218,Danila Khotulev,https://www.whoscored.com/Teams/5460/Show/Russia-FC-Orenburg,"FC Orenburg, ",21,",  D(C)  ",13(1),1143	,-	,-	,5	,0.5	,81.7	,1	,-	,6.37
https://www.whoscored.com/Players/433471/Show/Ilya-Svinov,	219,Ilya Svinov,https://www.whoscored.com/Teams/1001/Show/Russia-Fakel,"Fakel, ",23,",  GK  ",24,2160	,-	,-	,2	,-	,38	,0.1	,-	,6.37
https://www.whoscored.com/Players/402806/Show/Stepan-Oganesyan,	220,Stepan Oganesyan,https://www.whoscored.com/Teams/5460/Show/Russia-FC-Orenburg,"FC Orenburg, ",22,",  Midfielder  ",6(14),589	,2	,1	,1	,0.8	,73.5	,0.3	,-	,6.36
