Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/83705/Show/Dami%C3%A1n-Su%C3%A1rez,	202,Damián Suárez,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",36,",  D(R),M(R)  ",26(2),1961	,1	,1	,7	,-	,0.2	,67	,0.5	,-	,6.54
https://www.whoscored.com/Players/372469/Show/Sergio-Camello,	203,Sergio Camello,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",23,",  FW  ",27(11),2412	,6	,5	,2	,-	,2	,78.6	,0.7	,1	,6.54
https://www.whoscored.com/Players/362276/Show/Javi-S%C3%A1nchez,	204,Javi Sánchez,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",27,",  D(C)  ",28(4),2395	,1	,-	,11	,-	,0.3	,82.5	,1.4	,-	,6.54
https://www.whoscored.com/Players/401633/Show/Giorgi-Mamardashvili,	205,Giorgi Mamardashvili,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",23,",  GK  ",38,3420	,-	,-	,3	,-	,-	,59.9	,0.2	,2	,6.54
https://www.whoscored.com/Players/22732/Show/Ivan-Rakitic,	206,Ivan Rakitic,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",36,",  M(CL)  ",21(10),1791	,1	,3	,3	,1	,1	,83.6	,0.6	,1	,6.54
https://www.whoscored.com/Players/374813/Show/Manu-S%C3%A1nchez,	207,Manu Sánchez,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",23,",  D(L),M(L)  ",22(9),2117	,-	,2	,3	,-	,0.3	,81.5	,0.5	,-	,6.54
https://www.whoscored.com/Players/75830/Show/%C3%89rik-Lamela,	208,Érik Lamela,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",32,",  AM(CLR),FW  ",20(12),1847	,6	,-	,8	,1	,1.5	,79.8	,0.5	,-	,6.53
https://www.whoscored.com/Players/118479/Show/Rub%C3%A9n-Pe%C3%B1a,	209,Rubén Peña,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",32,",  D(LR),M(LR),FW  ",14(6),1282	,-	,1	,2	,1	,0.6	,73.2	,0.7	,1	,6.53
https://www.whoscored.com/Players/332990/Show/Djen%C3%A9-Dakonam,	210,Djené Dakonam,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",32,",  D(CR),DMC  ",33,2847	,-	,1	,10	,1	,0.3	,77.5	,1.6	,-	,6.53
https://www.whoscored.com/Players/148934/Show/Srdjan-Babic,	211,Srdjan Babic,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",28,",  D(C)  ",33(1),2999	,3	,-	,5	,-	,0.3	,85.8	,2.1	,-	,6.53
https://www.whoscored.com/Players/84008/Show/Marcos-Alonso,	212,Marcos Alonso,https://www.whoscored.com/Teams/65/Show/Spain-Barcelona,"Barcelona, ",33,",  D(CL),M(L)  ",11(13),1163	,1	,-	,3	,-	,0.3	,90.9	,1.1	,-	,6.53
https://www.whoscored.com/Players/104010/Show/Antonio-R%C3%BCdiger,	213,Antonio Rüdiger,https://www.whoscored.com/Teams/52/Show/Spain-Real-Madrid,"Real Madrid, ",31,",  D(CLR)  ",26(7),2411	,1	,-	,1	,-	,0.7	,92.1	,1.1	,-	,6.53
https://www.whoscored.com/Players/97262/Show/Rodrigo-Ely,	214,Rodrigo Ely,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",30,",  D(C)  ",36,3158	,-	,1	,8	,1	,0.5	,81.5	,2.2	,-	,6.52
https://www.whoscored.com/Players/395267/Show/Monchu,	215,Monchu,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",24,",  DMC  ",24(10),2030	,3	,2	,10	,-	,1.1	,83.2	,0.5	,1	,6.52
https://www.whoscored.com/Players/365371/Show/Joaqu%C3%ADn-Fern%C3%A1ndez,	216,Joaquín Fernández,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",27,",  D(C),DMC  ",24(3),2158	,1	,-	,4	,-	,0.4	,83.2	,2	,1	,6.52
https://www.whoscored.com/Players/69965/Show/Jaume-Costa,	217,Jaume Costa,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",36,",  D(LR),M(L)  ",30(2),2610	,-	,1	,11	,-	,0.3	,74.7	,0.9	,-	,6.52
https://www.whoscored.com/Players/421975/Show/Yan-Couto,	218,Yan Couto,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",21,",  D(R),M(R)  ",12(13),1154	,1	,2	,3	,-	,0.3	,78.8	,-	,-	,6.52
https://www.whoscored.com/Players/125793/Show/Alex-Telles,	219,Alex Telles,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",31,",  D(CL),M(L)  ",15(12),1428	,-	,2	,6	,-	,0.4	,81.1	,1	,-	,6.52
https://www.whoscored.com/Players/125622/Show/Agust%C3%ADn-Marches%C3%ADn,	220,Agustín Marchesín,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",36,",  GK  ",19,1710	,-	,-	,3	,-	,-	,67.4	,0.2	,-	,6.52
https://www.whoscored.com/Players/362602/Show/Gorka-Guruzeta,	221,Gorka Guruzeta,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",27,",  FW  ",17(13),1421	,6	,1	,2	,-	,1.7	,73.4	,1	,2	,6.52
https://www.whoscored.com/Players/362423/Show/Javi-Puado,	222,Javi Puado,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",25,",  AM(CLR),FW  ",25(12),2350	,7	,2	,4	,-	,1.5	,79.9	,0.6	,-	,6.51
https://www.whoscored.com/Players/21019/Show/Andr%C3%A9s-Guardado,	223,Andrés Guardado,https://www.whoscored.com/Teams/54/Show/Spain-Real-Betis,"Real Betis, ",37,",  D(L),M(CL)  ",16(10),1376	,1	,1	,7	,-	,0.3	,85.2	,0.7	,-	,6.51
https://www.whoscored.com/Players/141533/Show/%C3%93scar-Plano,	224,Óscar Plano,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",33,",  AM(CLR),FW  ",22(11),2048	,1	,1	,3	,-	,0.9	,75.4	,1	,-	,6.51
https://www.whoscored.com/Players/408735/Show/Juan-Iglesias,	225,Juan Iglesias,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",25,",  D(LR),M(R)  ",21(11),2144	,1	,-	,8	,-	,0.7	,61.4	,0.5	,-	,6.51
https://www.whoscored.com/Players/127604/Show/%C3%81ngel-Correa,	226,Ángel Correa,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",29,",  AM(CLR),FW  ",13(22),1449	,9	,1	,2	,1	,1.2	,81.1	,0.1	,2	,6.50
https://www.whoscored.com/Players/322772/Show/Domingos-Duarte,	227,Domingos Duarte,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",29,",  D(C)  ",30(1),2658	,-	,2	,9	,1	,0.5	,77.1	,1.5	,1	,6.50
https://www.whoscored.com/Players/278721/Show/Borja-Mayoral,	228,Borja Mayoral,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",27,",  AM(R),FW  ",33(2),2775	,8	,2	,4	,-	,1.5	,78.1	,1	,2	,6.50
https://www.whoscored.com/Players/279711/Show/Rub%C3%A9n-Alcaraz,	229,Rubén Alcaraz,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",33,",  DMC  ",22(9),2047	,3	,-	,9	,1	,1.1	,81.3	,1	,1	,6.50
https://www.whoscored.com/Players/432458/Show/Gast%C3%B3n-%C3%81lvarez,	230,Gastón Álvarez,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",24,",  D(CL)  ",16(6),1504	,2	,-	,8	,1	,0.2	,62.6	,1.4	,-	,6.50
https://www.whoscored.com/Players/362421/Show/Fran-Beltr%C3%A1n,	231,Fran Beltrán,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",25,",  DMC  ",33(3),2864	,-	,2	,4	,-	,0.7	,90.1	,0.5	,-	,6.49
https://www.whoscored.com/Players/345908/Show/Andoni-Gorosabel,	232,Andoni Gorosabel,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",27,",  D(R),M(R)  ",19(8),1712	,-	,-	,3	,-	,0.5	,86.7	,0.7	,1	,6.49
https://www.whoscored.com/Players/73265/Show/Leandro-Cabrera,	233,Leandro Cabrera,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",32,",  D(CL)  ",31(1),2673	,-	,1	,8	,2	,0.7	,73.3	,1.9	,-	,6.48
https://www.whoscored.com/Players/353783/Show/%C3%93scar-Rodr%C3%ADguez,	234,Óscar Rodríguez,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",25,",  AM(CLR),FW  ",19(14),1772	,2	,-	,6	,-	,1.3	,84.3	,0.3	,-	,6.48
https://www.whoscored.com/Players/349760/Show/Ferran-Torres,	235,Ferran Torres,https://www.whoscored.com/Teams/65/Show/Spain-Barcelona,"Barcelona, ",24,",  AM(LR),FW  ",14(19),1385	,4	,2	,5	,1	,1.2	,81.2	,0.3	,1	,6.48
https://www.whoscored.com/Players/338365/Show/%C3%81lex-Pozo,	236,Álex Pozo,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",25,",  D(R),M(R)  ",20(10),1878	,-	,3	,2	,-	,0.3	,73	,0.4	,-	,6.48
https://www.whoscored.com/Players/135321/Show/Jos%C3%A9-Lu%C3%ADs-Morales,	237,José Luís Morales,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",36,",  D(R),M(CLR),FW  ",11(18),1205	,7	,-	,2	,-	,1.4	,73.5	,0.3	,-	,6.48
https://www.whoscored.com/Players/333048/Show/J%C3%B8rgen-Strand-Larsen,	238,Jørgen Strand Larsen,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",24,",  FW  ",20(12),1713	,4	,4	,4	,-	,1.3	,69.4	,1.3	,1	,6.48
https://www.whoscored.com/Players/332823/Show/Unai-Sim%C3%B3n,	239,Unai Simón,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",26,",  GK  ",31,2746	,-	,-	,2	,-	,-	,68.4	,-	,1	,6.48
https://www.whoscored.com/Players/84041/Show/Stefan-Mitrovic,	240,Stefan Mitrovic,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",33,",  D(C)  ",18(4),1678	,-	,-	,4	,-	,-	,79	,1.7	,-	,6.48
https://www.whoscored.com/Players/335696/Show/Edu-Exp%C3%B3sito,	241,Edu Expósito,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",27,",  M(C)  ",13(15),1165	,2	,2	,3	,1	,0.7	,79.1	,0.5	,1	,6.47
https://www.whoscored.com/Players/362355/Show/Toni-Villa,	242,Toni Villa,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",29,",  AM(CLR)  ",12(12),896	,1	,3	,2	,-	,0.7	,81.9	,0.1	,2	,6.47
https://www.whoscored.com/Players/127392/Show/Dani-Garc%C3%ADa,	243,Dani García,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",33,",  DMC  ",18(7),1492	,-	,2	,6	,-	,0.4	,79.9	,0.8	,-	,6.47
https://www.whoscored.com/Players/399014/Show/Mohamed-Ali-Cho,	244,Mohamed-Ali Cho,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",20,",  AM(R),FW  ",5(14),580	,1	,2	,1	,-	,1.2	,73.9	,0.3	,1	,6.47
https://www.whoscored.com/Players/392686/Show/Hugo-Guillam%C3%B3n,	245,Hugo Guillamón,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",24,",  D(C),DMC  ",19(6),1634	,1	,4	,5	,-	,0.2	,84.4	,0.8	,-	,6.46
https://www.whoscored.com/Players/146763/Show/Lucas-Olaza,	246,Lucas Olaza,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",29,",  D(L),M(L)  ",16(7),1497	,-	,1	,3	,-	,0.2	,80.4	,1.2	,-	,6.46
https://www.whoscored.com/Players/294139/Show/Luis-Hern%C3%A1ndez,	247,Luis Hernández,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",35,",  D(CR)  ",35,3150	,-	,-	,6	,1	,0.2	,79.5	,1.1	,-	,6.46
https://www.whoscored.com/Players/444259/Show/%C3%81lvaro-Aguado,	248,Álvaro Aguado,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",28,",  M(C)  ",18(16),1887	,1	,2	,3	,-	,0.6	,85.2	,0.4	,-	,6.46
https://www.whoscored.com/Players/131037/Show/Unai-Garc%C3%ADa,	249,Unai García,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",32,",  D(C)  ",20(1),1718	,-	,1	,6	,1	,0.2	,80	,1.8	,-	,6.46
https://www.whoscored.com/Players/397469/Show/%C3%93scar-Mingueza,	250,Óscar Mingueza,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",24,",  D(CR),M(R)  ",13(8),1285	,-	,-	,2	,-	,0.2	,83.3	,0.4	,-	,6.46
https://www.whoscored.com/Players/9446/Show/Jes%C3%BAs-Navas,	251,Jesús Navas,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",38,",  D(R),M(R)  ",21(11),1980	,-	,-	,5	,-	,0.3	,81.2	,0.5	,-	,6.46
https://www.whoscored.com/Players/335790/Show/Nacho-Vidal,	252,Nacho Vidal,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",29,",  D(R)  ",15(5),1250	,-	,-	,4	,-	,0.5	,75.9	,1.5	,-	,6.45
https://www.whoscored.com/Players/318505/Show/Yangel-Herrera,	253,Yangel Herrera,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",26,",  M(C)  ",12(8),966	,2	,2	,4	,-	,1.2	,82.8	,0.9	,-	,6.45
https://www.whoscored.com/Players/395304/Show/Javi-Hern%C3%A1ndez,	254,Javi Hernández,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",26,",  D(CL)  ",13(12),1117	,1	,2	,3	,-	,0.6	,82.1	,0.4	,-	,6.45
https://www.whoscored.com/Players/362354/Show/Fernando-Calero,	255,Fernando Calero,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",28,",  D(C),DMC  ",20(7),1618	,-	,1	,6	,-	,0.3	,81.8	,1.3	,-	,6.45
https://www.whoscored.com/Players/149121/Show/Ra%C3%BAl-de-Tom%C3%A1s,	256,Raúl de Tomás,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",29,",  FW  ",9(10),804	,4	,-	,2	,-	,2.3	,76.7	,0.6	,-	,6.44
https://www.whoscored.com/Players/400051/Show/Fali,	257,Fali,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",30,",  D(C),DMC  ",22(3),1722	,-	,-	,6	,-	,0.4	,77.1	,1.1	,-	,6.44
https://www.whoscored.com/Players/141499/Show/Stole-Dimitrievski,	258,Stole Dimitrievski,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",30,",  GK  ",37,3325	,-	,-	,4	,-	,-	,53.7	,0.2	,3	,6.44
https://www.whoscored.com/Players/75919/Show/Kiko-Femen%C3%ADa,	259,Kiko Femenía,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",33,",  D(LR),M(R)  ",13(7),1137	,-	,-	,-	,-	,0.1	,89.5	,0.5	,-	,6.44
https://www.whoscored.com/Players/381673/Show/Jon-Moncayola,	260,Jon Moncayola,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",25,",  D(R),M(CR)  ",25(12),2445	,1	,3	,6	,-	,1	,81.6	,0.5	,-	,6.44
https://www.whoscored.com/Players/119189/Show/Rub%C3%A9n-Garc%C3%ADa,	261,Rubén García,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",30,",  AM(CLR),FW  ",11(18),1152	,2	,2	,2	,-	,0.7	,79.7	,0.4	,-	,6.44
https://www.whoscored.com/Players/106883/Show/Dani-Carvajal,	262,Dani Carvajal,https://www.whoscored.com/Teams/52/Show/Spain-Real-Madrid,"Real Madrid, ",32,",  D(R)  ",20(7),1788	,-	,2	,6	,1	,0.4	,87.1	,0.4	,-	,6.44
https://www.whoscored.com/Players/101613/Show/Iv%C3%A1n-Balliu,	263,Iván Balliu,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",32,",  D(R),M(R)  ",37,3237	,-	,-	,6	,-	,0.2	,79.8	,0.8	,-	,6.44
https://www.whoscored.com/Players/76810/Show/Gabriel-Paulista,	264,Gabriel Paulista,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",33,",  D(CR)  ",18(3),1508	,1	,-	,2	,2	,0.7	,84.1	,2	,-	,6.43
https://www.whoscored.com/Players/143158/Show/Munir-El-Haddadi,	265,Munir El Haddadi,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",28,",  AM(CLR),FW  ",10(18),1149	,3	,1	,4	,-	,1.1	,69.4	,1	,-	,6.43
https://www.whoscored.com/Players/273453/Show/Josan,	266,Josan,https://www.whoscored.com/Teams/833/Show/Spain-Elche,"Elche, ",34,",  D(R),M(R)  ",9(17),1070	,1	,3	,3	,-	,0.2	,84.7	,0.2	,-	,6.43
https://www.whoscored.com/Players/90778/Show/Sergi-G%C3%B3mez,	267,Sergi Gómez,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",32,",  D(CR)  ",26(3),2343	,-	,-	,-	,2	,0.3	,86	,1.5	,-	,6.43
https://www.whoscored.com/Players/113275/Show/Alberto-Moreno,	268,Alberto Moreno,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",31,",  D(L),M(L)  ",14(10),1298	,-	,1	,7	,-	,0.6	,85.4	,0.5	,-	,6.43
https://www.whoscored.com/Players/22546/Show/Papu-G%C3%B3mez,	269,Papu Gómez,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",36,",  M(CLR),FW  ",11(8),1063	,1	,1	,4	,-	,1.2	,88.6	,0.2	,-	,6.42
https://www.whoscored.com/Players/24328/Show/Edinson-Cavani,	270,Edinson Cavani,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",37,",  AM(LR),FW  ",20(5),1463	,5	,2	,6	,-	,1.4	,75.6	,0.8	,-	,6.42
https://www.whoscored.com/Players/140772/Show/Pere-Milla,	271,Pere Milla,https://www.whoscored.com/Teams/833/Show/Spain-Elche,"Elche, ",31,",  AM(CLR),FW  ",22(10),1875	,6	,1	,7	,-	,1.1	,71.6	,0.9	,2	,6.42
https://www.whoscored.com/Players/301773/Show/Sergio-Akieme,	272,Sergio Akieme,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",26,",  D(L),M(L)  ",27(2),2300	,1	,-	,5	,-	,0.8	,80.6	,0.5	,1	,6.42
https://www.whoscored.com/Players/136220/Show/Yassine-Bounou,	273,Yassine Bounou,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",33,",  GK  ",26,2154	,-	,-	,2	,-	,-	,73.3	,0.2	,1	,6.42
https://www.whoscored.com/Players/400357/Show/Yunus-Musah,	274,Yunus Musah,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",21,",  M(CR)  ",26(7),2121	,-	,2	,10	,1	,0.7	,81.8	,0.8	,-	,6.42
https://www.whoscored.com/Players/298839/Show/Mikel-Oyarzabal,	275,Mikel Oyarzabal,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",27,",  AM(CLR),FW  ",14(9),1217	,4	,1	,1	,-	,0.8	,76.9	,0.7	,1	,6.42
https://www.whoscored.com/Players/323350/Show/Iv%C3%A1n-Villar,	276,Iván Villar,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",26,",  GK  ",19,1710	,-	,-	,-	,-	,-	,64.1	,0.1	,-	,6.42
https://www.whoscored.com/Players/256864/Show/Aritz-Elustondo,	277,Aritz Elustondo,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",30,",  D(CR)  ",16(9),1450	,-	,1	,5	,1	,0.3	,82.6	,0.7	,-	,6.41
https://www.whoscored.com/Players/108100/Show/Pedro-Bigas,	278,Pedro Bigas,https://www.whoscored.com/Teams/833/Show/Spain-Elche,"Elche, ",33,",  D(CL)  ",25(3),2027	,-	,-	,3	,2	,0.8	,80.9	,1.5	,-	,6.40
https://www.whoscored.com/Players/416960/Show/%C3%93scar-Gil,	279,Óscar Gil,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",26,",  D(R)  ",31(2),2571	,-	,1	,14	,-	,0.3	,77.8	,0.4	,-	,6.40
https://www.whoscored.com/Players/114018/Show/C%C3%A9sar-de-la-Hoz,	280,César de la Hoz,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",32,",  DMC  ",18(7),1672	,1	,-	,6	,-	,0.3	,79	,1	,1	,6.40
https://www.whoscored.com/Players/108176/Show/Roque-Mesa,	281,Roque Mesa,https://www.whoscored.com/Teams/58/Show/Spain-Real-Valladolid,"Real Valladolid, ",34,",  DMC  ",21(9),1629	,2	,1	,9	,1	,0.9	,83.4	,0.4	,1	,6.40
https://www.whoscored.com/Players/86809/Show/Fidel,	282,Fidel,https://www.whoscored.com/Teams/833/Show/Spain-Elche,"Elche, ",34,",  M(CLR)  ",21(6),1730	,3	,2	,6	,-	,0.5	,74.3	,0.1	,-	,6.40
https://www.whoscored.com/Players/101084/Show/Dimitri-Foulquier,	283,Dimitri Foulquier,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",31,",  D(CLR),M(R)  ",17(13),1729	,-	,2	,4	,-	,0.1	,73.2	,0.6	,1	,6.39
https://www.whoscored.com/Players/300369/Show/Rafa-Mir,	284,Rafa Mir,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",26,",  FW  ",16(10),1300	,6	,-	,1	,-	,1.9	,69.3	,1.4	,1	,6.39
https://www.whoscored.com/Players/381644/Show/Iddrisu-Baba,	285,Iddrisu Baba,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",28,",  DMC  ",20(9),1751	,-	,-	,5	,-	,0.4	,81.9	,1.3	,-	,6.39
https://www.whoscored.com/Players/67327/Show/Bernardo-Espinosa,	286,Bernardo Espinosa,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",34,",  D(C)  ",14(6),1226	,1	,1	,5	,-	,0.6	,89.1	,2.7	,1	,6.39
https://www.whoscored.com/Players/136987/Show/Renato-Tapia,	287,Renato Tapia,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",28,",  D(C),DMC  ",16(12),1450	,-	,-	,6	,1	,0.5	,86	,0.9	,-	,6.38
https://www.whoscored.com/Players/382492/Show/Tanguy-Nianzou,	288,Tanguy Nianzou,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",21,",  D(C)  ",16(3),1370	,1	,-	,1	,1	,0.3	,88	,1.7	,-	,6.38
https://www.whoscored.com/Players/444254/Show/Pablo-Ib%C3%A1%C3%B1ez,	289,Pablo Ibáñez,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",25,",  M(C)  ",12(13),1061	,-	,1	,1	,-	,0.8	,74.1	,1	,1	,6.37
https://www.whoscored.com/Players/106466/Show/Helibelton-Palacios,	290,Helibelton Palacios,https://www.whoscored.com/Teams/833/Show/Spain-Elche,"Elche, ",30,",  D(CR)  ",23(1),1922	,-	,-	,7	,-	,0.2	,77.1	,0.9	,-	,6.37
https://www.whoscored.com/Players/395541/Show/Nico-Melamed,	291,Nico Melamed,https://www.whoscored.com/Teams/70/Show/Spain-Espanyol,"Espanyol, ",23,",  AM(CL)  ",16(16),1251	,1	,2	,4	,-	,1	,84.1	,0.4	,-	,6.36
https://www.whoscored.com/Players/96566/Show/Juan-Cruz,	292,Juan Cruz,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",31,",  D(CL)  ",21(6),2058	,-	,-	,7	,-	,0.1	,80.5	,0.7	,-	,6.36
https://www.whoscored.com/Players/316883/Show/Gonzalo-Montiel,	293,Gonzalo Montiel,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",27,",  D(CR),M(R)  ",17(11),1522	,-	,3	,8	,1	,0.3	,80.8	,0.5	,-	,6.35
https://www.whoscored.com/Players/236575/Show/Unai-L%C3%B3pez,	294,Unai López,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",28,",  M(CR)  ",12(22),1244	,1	,2	,2	,-	,0.8	,84.5	,0.2	,1	,6.35
https://www.whoscored.com/Players/238941/Show/Joan-Jord%C3%A1n,	295,Joan Jordán,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",29,",  M(C)  ",19(4),1595	,-	,1	,8	,-	,0.6	,88.5	,0.5	,-	,6.35
https://www.whoscored.com/Players/422963/Show/Path%C3%A9-Ciss,	296,Pathé Ciss,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",30,",  DMC  ",12(20),1268	,1	,-	,4	,-	,0.6	,82.8	,1.1	,1	,6.35
https://www.whoscored.com/Players/140803/Show/Juanpe,	297,Juanpe,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",33,",  D(C)  ",17(2),1429	,1	,-	,3	,-	,0.3	,86.1	,0.9	,-	,6.35
https://www.whoscored.com/Players/23757/Show/%C3%81lvaro-Negredo,	298,Álvaro Negredo,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",38,",  FW  ",9(12),756	,1	,2	,-	,-	,1	,61.4	,1.5	,1	,6.35
https://www.whoscored.com/Players/95551/Show/%C3%81lex-Fern%C3%A1ndez,	299,Álex Fernández,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",31,",  M(CL),FW  ",17(11),1575	,3	,-	,-	,-	,0.6	,86.6	,0.4	,1	,6.35
https://www.whoscored.com/Players/84880/Show/Darko-Brasanac,	300,Darko Brasanac,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",32,",  M(CR)  ",9(16),1037	,1	,1	,5	,-	,0.4	,82.7	,0.6	,-	,6.35
https://www.whoscored.com/Players/365127/Show/Chumi,	301,Chumi,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",25,",  D(CR)  ",15(6),1486	,1	,-	,5	,-	,0.1	,82.4	,0.5	,-	,6.34
