Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/317675/Show/Dod%C3%B4,	146,Dodô,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",25,",  D(R)  ",28(5),2341	,1	,3	,3	,1	,0.3	,84.2	,0.6	,1	,6.64
https://www.whoscored.com/Players/405133/Show/Giorgio-Scalvini,	147,Giorgio Scalvini,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",20,",  D(C)  ",29(3),2346	,2	,2	,7	,-	,0.5	,81.5	,1.5	,-	,6.63
https://www.whoscored.com/Players/322418/Show/Ethan-Ampadu,	148,Ethan Ampadu,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",23,",  D(C),DMC  ",31,2649	,-	,1	,8	,1	,0.5	,81.5	,2	,1	,6.63
https://www.whoscored.com/Players/142425/Show/Lorenzo-Montip%C3%B2,	149,Lorenzo Montipò,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",28,",  GK  ",37,3330	,-	,-	,2	,-	,-	,58.5	,0.1	,-	,6.63
https://www.whoscored.com/Players/44055/Show/Pedro,	150,Pedro,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",36,",  M(CLR),FW  ",17(19),1896	,4	,3	,1	,-	,1.2	,84.3	,-	,1	,6.63
https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,	151,Matteo Darmian,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",34,",  D(CLR),M(LR)  ",24(7),2032	,1	,2	,3	,-	,0.2	,87	,0.5	,-	,6.63
https://www.whoscored.com/Players/89931/Show/Samuel-Umtiti,	152,Samuel Umtiti,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",30,",  D(CL)  ",24(1),2115	,-	,-	,8	,-	,0.5	,83.9	,1.4	,-	,6.62
https://www.whoscored.com/Players/338073/Show/Mehdi-L%C3%A9ris,	153,Mehdi Léris,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",25,",  M(CLR)  ",29(3),2465	,1	,1	,13	,-	,0.9	,69.9	,3	,-	,6.62
https://www.whoscored.com/Players/350076/Show/Musa-Barrow,	154,Musa Barrow,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",25,",  AM(CL),FW  ",26(6),1971	,3	,8	,3	,-	,2	,79.8	,0.4	,-	,6.62
https://www.whoscored.com/Players/380637/Show/Valentin-Gendrey,	155,Valentin Gendrey,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",23,",  D(R)  ",35(2),3103	,-	,2	,4	,-	,0.3	,73.6	,1.3	,-	,6.62
https://www.whoscored.com/Players/82144/Show/Simone-Verdi,	156,Simone Verdi,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",31,",  AM(CLR),FW  ",12(12),1093	,5	,-	,3	,-	,1.3	,75.6	,0.4	,3	,6.62
https://www.whoscored.com/Players/372509/Show/Samuele-Ricci,	157,Samuele Ricci,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",22,",  AM(C)  ",23(5),2073	,2	,1	,6	,-	,0.8	,89.5	,0.4	,-	,6.62
https://www.whoscored.com/Players/373544/Show/Nicol%C3%B2-Cambiaghi,	158,Nicolò Cambiaghi,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",23,",  AM(CLR),FW  ",12(16),1282	,6	,1	,3	,1	,1.3	,80.6	,0.1	,1	,6.61
https://www.whoscored.com/Players/141032/Show/Pablo-Mar%C3%AD,	159,Pablo Marí,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",30,",  D(C)  ",28(2),2489	,1	,-	,4	,-	,0.3	,88.8	,2	,-	,6.61
https://www.whoscored.com/Players/355666/Show/Arthur-Cabral,	160,Arthur Cabral,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",26,",  FW  ",15(13),1433	,8	,1	,4	,-	,1.9	,69.1	,1.8	,1	,6.61
https://www.whoscored.com/Players/256220/Show/Alexis-Blin,	161,Alexis Blin,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",27,",  DMC  ",26(9),2380	,1	,-	,8	,-	,0.6	,81.3	,1.6	,1	,6.60
https://www.whoscored.com/Players/118147/Show/Danilo-Cataldi,	162,Danilo Cataldi,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",29,",  M(C)  ",26(3),1942	,-	,1	,5	,-	,0.2	,88.6	,0.1	,-	,6.60
https://www.whoscored.com/Players/315538/Show/David-Okereke,	163,David Okereke,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",26,",  AM(CLR),FW  ",25(8),2277	,7	,-	,4	,-	,1.8	,72.6	,1.5	,-	,6.60
https://www.whoscored.com/Players/122683/Show/Matteo-Politano,	164,Matteo Politano,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",30,",  AM(CLR),FW  ",14(13),1168	,3	,3	,1	,-	,1.2	,81.8	,0.1	,-	,6.60
https://www.whoscored.com/Players/363653/Show/Jhon-Lucum%C3%AD,	165,Jhon Lucumí,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",25,",  D(C)  ",33,2902	,-	,1	,8	,-	,0.3	,88.8	,1.2	,-	,6.60
https://www.whoscored.com/Players/454908/Show/Isak-Hien,	166,Isak Hien,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",25,",  D(C)  ",28(4),2608	,-	,-	,9	,-	,0.1	,75.3	,2.5	,-	,6.60
https://www.whoscored.com/Players/261474/Show/Martin-Erlic,	167,Martin Erlic,https://www.whoscored.com/Teams/2889/Show/Italy-Sassuolo,"Sassuolo, ",26,",  D(C)  ",26(2),2332	,-	,-	,2	,-	,0.1	,86.1	,1.8	,-	,6.59
https://www.whoscored.com/Players/339504/Show/Krzysztof-Piatek,	168,Krzysztof Piatek,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",28,",  FW  ",23(10),2144	,4	,5	,5	,-	,1.8	,70.1	,2.7	,1	,6.59
https://www.whoscored.com/Players/403913/Show/Nicola-Zalewski,	169,Nicola Zalewski,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",22,",  M(LR)  ",26(7),2210	,2	,1	,3	,-	,0.9	,79.1	,0.1	,1	,6.59
https://www.whoscored.com/Players/423515/Show/Alessandro-Zanoli,	170,Alessandro Zanoli,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",23,",  D(R),M(R)  ",16(6),1539	,2	,2	,3	,-	,0.7	,79.4	,0.5	,1	,6.59
https://www.whoscored.com/Players/322971/Show/Federico-Chiesa,	171,Federico Chiesa,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",26,",  M(CLR),FW  ",6(15),843	,2	,5	,2	,-	,1.2	,78.5	,-	,1	,6.59
https://www.whoscored.com/Players/365308/Show/Alexis-Saelemaekers,	172,Alexis Saelemaekers,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",24,",  M(LR)  ",14(16),1399	,2	,3	,1	,-	,1.2	,81.3	,0.3	,1	,6.59
https://www.whoscored.com/Players/391836/Show/Pierre-Kalulu,	173,Pierre Kalulu,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",23,",  D(CR)  ",26(8),2544	,1	,-	,4	,-	,0.3	,88.7	,1.1	,1	,6.59
https://www.whoscored.com/Players/423440/Show/Andrea-Cambiaso,	174,Andrea Cambiaso,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",24,",  D(LR),M(LR)  ",25(7),2172	,-	,3	,2	,-	,0.5	,85.7	,0.1	,1	,6.59
https://www.whoscored.com/Players/126278/Show/Juan-Musso,	175,Juan Musso,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",29,",  GK  ",24,2078	,-	,-	,1	,-	,-	,65.9	,-	,-	,6.58
https://www.whoscored.com/Players/130815/Show/Bartlomiej-Dragowski,	176,Bartlomiej Dragowski,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",26,",  GK  ",34,2948	,-	,1	,1	,-	,-	,64.3	,0.3	,6	,6.58
https://www.whoscored.com/Players/322094/Show/Jonathan-Ikon%C3%A9,	177,Jonathan Ikoné,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",26,",  AM(CLR),FW  ",24(9),2012	,4	,4	,4	,-	,1.5	,84.1	,0.4	,1	,6.58
https://www.whoscored.com/Players/105347/Show/Jean-Daniel-Akpa-Akpro,	178,Jean-Daniel Akpa Akpro,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",31,",  D(R),M(CLR)  ",16(8),1364	,1	,1	,7	,2	,0.6	,76.3	,0.7	,1	,6.58
https://www.whoscored.com/Players/149474/Show/Vanja-Milinkovic-Savic,	179,Vanja Milinkovic-Savic,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",27,",  GK  ",38,3420	,-	,-	,4	,-	,-	,57.9	,0.3	,1	,6.58
https://www.whoscored.com/Players/353421/Show/Frank-Tsadjout,	180,Frank Tsadjout,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",24,",  FW  ",14(6),1057	,3	,1	,1	,-	,1.3	,69.4	,3	,1	,6.58
https://www.whoscored.com/Players/322421/Show/Remi-Oudin,	181,Remi Oudin,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",27,",  M(CLR),FW  ",12(19),1315	,3	,-	,3	,-	,1.2	,70	,0.4	,1	,6.58
https://www.whoscored.com/Players/377261/Show/Aleksa-Terzic,	182,Aleksa Terzic,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",24,",  D(L)  ",8(14),929	,1	,1	,2	,-	,0.5	,85.9	,0.3	,-	,6.58
https://www.whoscored.com/Players/362555/Show/Merih-Demiral,	183,Merih Demiral,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",26,",  D(C)  ",14(14),1525	,1	,-	,5	,-	,0.2	,85.8	,1.9	,1	,6.57
https://www.whoscored.com/Players/121577/Show/Pawel-Dawidowicz,	184,Pawel Dawidowicz,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",28,",  D(C)  ",20(3),1636	,1	,1	,6	,1	,0.5	,76.6	,1.9	,-	,6.57
https://www.whoscored.com/Players/348667/Show/Matheus-Henrique,	185,Matheus Henrique,https://www.whoscored.com/Teams/2889/Show/Italy-Sassuolo,"Sassuolo, ",26,",  M(C)  ",21(9),1951	,4	,1	,4	,-	,0.8	,86.9	,0.4	,-	,6.57
https://www.whoscored.com/Players/390738/Show/Lorenzo-Pirola,	186,Lorenzo Pirola,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",22,",  D(C)  ",23(3),1949	,2	,-	,4	,-	,0.5	,80.6	,1.8	,2	,6.56
https://www.whoscored.com/Players/74921/Show/Manolo-Gabbiadini,	187,Manolo Gabbiadini,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",32,",  AM(CLR),FW  ",27(8),2369	,7	,2	,6	,-	,2.1	,70.9	,1.3	,2	,6.56
https://www.whoscored.com/Players/287086/Show/Manuel-Lazzari,	188,Manuel Lazzari,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",30,",  D(R),M(R)  ",23(6),1888	,-	,-	,9	,-	,0.2	,89.5	,0.3	,-	,6.56
https://www.whoscored.com/Players/81109/Show/Marco-Silvestri,	189,Marco Silvestri,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",33,",  GK  ",38,3420	,-	,-	,-	,-	,-	,75	,0.3	,-	,6.55
https://www.whoscored.com/Players/404262/Show/Luka-Lochoshvili,	190,Luka Lochoshvili,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",25,",  D(C)  ",22(3),1850	,1	,2	,4	,-	,0.3	,79.9	,1.5	,-	,6.55
https://www.whoscored.com/Players/345682/Show/Rog%C3%A9rio,	191,Rogério,https://www.whoscored.com/Teams/2889/Show/Italy-Sassuolo,"Sassuolo, ",26,",  D(L),M(L)  ",34(2),2999	,-	,3	,5	,1	,0.4	,83	,0.6	,2	,6.55
https://www.whoscored.com/Players/92329/Show/Leonardo-Spinazzola,	192,Leonardo Spinazzola,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",31,",  D(LR),M(L)  ",18(8),1656	,1	,4	,3	,-	,0.4	,77.1	,0.3	,2	,6.55
https://www.whoscored.com/Players/296651/Show/Filippo-Bandinelli,	193,Filippo Bandinelli,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",29,",  M(C)  ",28(7),2284	,2	,-	,10	,-	,0.7	,78.4	,0.3	,1	,6.55
https://www.whoscored.com/Players/425056/Show/Tommaso-Baldanzi,	194,Tommaso Baldanzi,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",21,",  AM(CR)  ",24(2),1789	,4	,-	,2	,-	,1.3	,85.5	,0.1	,1	,6.55
https://www.whoscored.com/Players/145940/Show/Isaac-Success,	195,Isaac Success,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",28,",  AM(LR),FW  ",21(9),1821	,1	,6	,4	,-	,1.2	,67.5	,1.3	,-	,6.54
https://www.whoscored.com/Players/356733/Show/Andrea-Colpani,	196,Andrea Colpani,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",24,",  AM(CR)  ",10(17),944	,4	,1	,1	,-	,0.9	,83.2	,0.2	,-	,6.54
https://www.whoscored.com/Players/135625/Show/Mat%C3%ADas-Vecino,	197,Matías Vecino,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",32,",  M(C)  ",17(15),1685	,2	,-	,6	,-	,0.8	,85.9	,1	,1	,6.54
https://www.whoscored.com/Players/67834/Show/Francesco-Caputo,	198,Francesco Caputo,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",36,",  FW  ",20(1),1719	,5	,4	,1	,-	,2	,71.9	,0.8	,-	,6.54
https://www.whoscored.com/Players/120218/Show/Charalampos-Lykogiannis,	199,Charalampos Lykogiannis,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",30,",  D(CL),M(L)  ",11(10),1105	,2	,-	,3	,-	,0.9	,75.3	,0.9	,-	,6.53
https://www.whoscored.com/Players/398415/Show/Flavius-Daniliuc,	200,Flavius Daniliuc,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",23,",  D(CR)  ",23(4),2195	,-	,2	,10	,-	,0.4	,86.1	,1.4	,-	,6.53
https://www.whoscored.com/Players/382636/Show/Kevin-Agudelo,	201,Kevin Agudelo,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",25,",  AM(CR),FW  ",23(11),2140	,-	,1	,5	,-	,0.8	,75.5	,0.5	,1	,6.53
https://www.whoscored.com/Players/108345/Show/Elseid-Hysaj,	202,Elseid Hysaj,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",30,",  D(LR),M(R)  ",22(12),1992	,1	,1	,3	,-	,0.1	,85.4	,0.7	,-	,6.53
https://www.whoscored.com/Players/382637/Show/Antonino-Gallo,	203,Antonino Gallo,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",24,",  D(L)  ",28(4),2486	,-	,1	,3	,1	,0.3	,69.3	,0.8	,-	,6.53
https://www.whoscored.com/Players/315755/Show/Luka-Jovic,	204,Luka Jovic,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",26,",  FW  ",16(15),1529	,6	,3	,3	,-	,1.8	,77.5	,0.9	,2	,6.53
https://www.whoscored.com/Players/369426/Show/Nicol%C3%B2-Fagioli,	205,Nicolò Fagioli,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",23,",  M(C)  ",17(9),1523	,3	,3	,3	,-	,0.5	,85.5	,-	,-	,6.53
https://www.whoscored.com/Players/82109/Show/Mehdi-Bourabia,	206,Mehdi Bourabia,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",32,",  M(C)  ",36(1),2796	,1	,3	,3	,-	,0.9	,79.9	,0.6	,-	,6.52
https://www.whoscored.com/Players/343559/Show/Tommaso-Augello,	207,Tommaso Augello,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",29,",  D(L),M(L)  ",35(2),3068	,2	,5	,3	,-	,0.3	,77.5	,1	,-	,6.52
https://www.whoscored.com/Players/105161/Show/Soualiho-Me%C3%AFt%C3%A9,	208,Soualiho Meïté,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",30,",  M(C)  ",28(3),2372	,-	,2	,5	,-	,0.5	,85	,0.9	,1	,6.52
https://www.whoscored.com/Players/114323/Show/Valentino-Lazaro,	209,Valentino Lazaro,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",28,",  D(R),M(CLR)  ",15(8),1377	,-	,3	,4	,-	,0.3	,78.1	,0.6	,2	,6.52
https://www.whoscored.com/Players/129903/Show/Mario-Pasalic,	210,Mario Pasalic,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",29,",  M(CLR),FW  ",24(8),1789	,5	,2	,3	,-	,1	,80.9	,1.2	,1	,6.52
https://www.whoscored.com/Players/122296/Show/Andrea-Petagna,	211,Andrea Petagna,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",28,",  FW  ",19(12),1671	,4	,5	,2	,-	,1.2	,74.3	,1.3	,1	,6.51
https://www.whoscored.com/Players/106277/Show/Pietro-Terracciano,	212,Pietro Terracciano,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",34,",  GK  ",29,2610	,-	,-	,1	,-	,-	,73.5	,0.2	,1	,6.51
https://www.whoscored.com/Players/362599/Show/Arkadiusz-Reca,	213,Arkadiusz Reca,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",28,",  D(L),M(L)  ",24(6),2171	,1	,1	,5	,-	,0.7	,71.5	,0.6	,-	,6.51
https://www.whoscored.com/Players/240989/Show/Alberto-Grassi,	214,Alberto Grassi,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",29,",  DMC  ",14(11),1193	,-	,-	,3	,-	,0.4	,81.3	,1	,1	,6.51
https://www.whoscored.com/Players/105249/Show/Matteo-Bianchetti,	215,Matteo Bianchetti,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",31,",  D(C)  ",22(3),2130	,1	,-	,5	,-	,0.3	,78.3	,2.5	,-	,6.51
https://www.whoscored.com/Players/288883/Show/Maxime-Lopez,	216,Maxime Lopez,https://www.whoscored.com/Teams/2889/Show/Italy-Sassuolo,"Sassuolo, ",26,",  M(CR)  ",25(5),2297	,-	,-	,11	,-	,0.5	,89.1	,0.1	,-	,6.51
https://www.whoscored.com/Players/41073/Show/Duv%C3%A1n-Zapata,	217,Duván Zapata,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",33,",  FW  ",16(9),1393	,2	,2	,1	,-	,1.6	,72.3	,1.7	,-	,6.51
https://www.whoscored.com/Players/363652/Show/Joakim-M%C3%A6hle,	218,Joakim Mæhle,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",26,",  D(LR),M(LR)  ",25(9),2214	,3	,3	,5	,1	,0.8	,81.6	,0.1	,-	,6.50
https://www.whoscored.com/Players/399624/Show/Emanuel-Aiwu,	219,Emanuel Aiwu,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",23,",  D(CR)  ",17(6),1653	,-	,-	,3	,-	,0.1	,82	,1.2	,1	,6.50
https://www.whoscored.com/Players/84190/Show/Luis-Muriel,	220,Luis Muriel,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",33,",  AM(CL),FW  ",10(19),1071	,3	,3	,-	,2	,1.2	,72	,0.4	,2	,6.50
https://www.whoscored.com/Players/362552/Show/Giangiacomo-Magnani,	221,Giangiacomo Magnani,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",28,",  D(C)  ",19(5),1535	,-	,1	,7	,1	,0.3	,74.2	,1.4	,1	,6.50
https://www.whoscored.com/Players/109835/Show/Koffi-Djidji,	222,Koffi Djidji,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",31,",  D(CL)  ",26(8),2422	,1	,-	,3	,-	,0.2	,87.4	,1.4	,1	,6.50
https://www.whoscored.com/Players/98567/Show/Gianluca-Caprari,	223,Gianluca Caprari,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",30,",  AM(CLR),FW  ",32(5),2466	,5	,2	,7	,-	,1.4	,83.2	,0.2	,1	,6.50
https://www.whoscored.com/Players/397024/Show/Josh-Doig,	224,Josh Doig,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",21,",  D(CL),M(L)  ",15(7),1359	,2	,3	,1	,-	,0.8	,69.9	,0.7	,-	,6.50
https://www.whoscored.com/Players/302441/Show/Nemanja-Radonjic,	225,Nemanja Radonjic,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",28,",  M(CLR),FW  ",16(12),1458	,2	,2	,1	,-	,1.9	,71.8	,0.3	,4	,6.49
https://www.whoscored.com/Players/11895/Show/Adama-Soumaoro,	226,Adama Soumaoro,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",31,",  D(CR)  ",22(1),1873	,-	,-	,3	,1	,0.1	,93.3	,1.3	,-	,6.49
https://www.whoscored.com/Players/404045/Show/Bruno-Amione,	227,Bruno Amione,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",22,",  D(C)  ",25(1),2093	,1	,1	,8	,1	,0.5	,80.1	,2.7	,-	,6.49
https://www.whoscored.com/Players/275831/Show/Grigoris-Kastanos,	228,Grigoris Kastanos,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",26,",  M(CR)  ",13(15),1280	,2	,1	,4	,-	,1.1	,77.7	,0.8	,-	,6.49
https://www.whoscored.com/Players/78906/Show/Roberto-Soriano,	229,Roberto Soriano,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",33,",  AM(CLR)  ",15(12),1326	,1	,3	,1	,-	,0.5	,81.1	,0.4	,-	,6.48
https://www.whoscored.com/Players/136481/Show/Zeki-%C3%87elik,	230,Zeki Çelik,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",27,",  D(R),M(R)  ",16(8),1503	,-	,1	,5	,1	,0.2	,76.4	,0.5	,-	,6.48
https://www.whoscored.com/Players/97203/Show/Federico-Ceccherini,	231,Federico Ceccherini,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",31,",  D(C)  ",18(4),1431	,2	,-	,9	,1	,0.3	,77.6	,1.4	,1	,6.48
https://www.whoscored.com/Players/228854/Show/M%C3%ABrgim-Vojvoda,	232,Mërgim Vojvoda,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",29,",  D(CR),M(LR)  ",18(11),1717	,-	,5	,3	,-	,0.8	,78.8	,0.3	,-	,6.48
https://www.whoscored.com/Players/67431/Show/Luca-Caldirola,	233,Luca Caldirola,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",33,",  D(CL)  ",27(4),2360	,2	,-	,5	,-	,0.3	,88.3	,1.1	,-	,6.48
https://www.whoscored.com/Players/90878/Show/Riccardo-Saponara,	234,Riccardo Saponara,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",32,",  AM(CLR)  ",14(15),1207	,4	,3	,4	,-	,1.3	,75.7	,0.3	,2	,6.47
https://www.whoscored.com/Players/343512/Show/Emanuele-Valeri,	235,Emanuele Valeri,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",25,",  D(L),M(L)  ",31(6),2791	,2	,3	,3	,-	,1.1	,66	,0.4	,-	,6.47
https://www.whoscored.com/Players/382241/Show/Igor-Julio,	236,Igor Julio,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",26,",  D(CL),M(L)  ",23(4),2060	,-	,-	,8	,1	,0.3	,88	,1.4	,-	,6.47
https://www.whoscored.com/Players/244583/Show/Kingsley-Ehizibue,	237,Kingsley Ehizibue,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",28,",  D(R),M(R)  ",16(11),1534	,2	,-	,7	,-	,0.5	,75.5	,0.6	,1	,6.47
https://www.whoscored.com/Players/110220/Show/Tonny-Vilhena,	238,Tonny Vilhena,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",29,",  D(L),M(CL)  ",27(6),2275	,4	,1	,5	,-	,0.9	,79.7	,0.3	,-	,6.46
https://www.whoscored.com/Players/101735/Show/Ante-Rebic,	239,Ante Rebic,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",30,",  AM(CLR),FW  ",10(13),977	,3	,2	,4	,-	,1.2	,62.2	,0.5	,1	,6.46
https://www.whoscored.com/Players/248144/Show/Sofyan-Amrabat,	240,Sofyan Amrabat,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",27,",  D(L),DMC  ",24(5),2007	,-	,1	,11	,-	,0.4	,89.8	,0.4	,-	,6.46
https://www.whoscored.com/Players/143990/Show/Harry-Winks,	241,Harry Winks,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",28,",  DMC  ",19(1),1719	,-	,-	,2	,-	,0.7	,85.4	,0.3	,-	,6.46
https://www.whoscored.com/Players/23089/Show/Rui-Patr%C3%ADcio,	242,Rui Patrício,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",36,",  GK  ",35,3150	,-	,-	,1	,-	,-	,72.9	,0.1	,-	,6.45
https://www.whoscored.com/Players/109367/Show/Michele-Castagnetti,	243,Michele Castagnetti,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",34,",  DMC  ",14(13),1415	,-	,1	,2	,-	,0.4	,80.6	,0.3	,-	,6.45
https://www.whoscored.com/Players/297210/Show/Kelvin-Amian,	244,Kelvin Amian,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",26,",  D(CLR),M(R)  ",26(4),2374	,-	,1	,5	,1	,0.9	,75.3	,1.1	,-	,6.44
https://www.whoscored.com/Players/383956/Show/Joshua-Zirkzee,	245,Joshua Zirkzee,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",22,",  FW  ",5(14),809	,2	,2	,2	,-	,1.5	,77.9	,0.6	,-	,6.44
https://www.whoscored.com/Players/302918/Show/Milan-Skriniar,	246,Milan Skriniar,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",29,",  D(C)  ",20(1),1770	,-	,-	,3	,1	,0.4	,91.7	,0.8	,-	,6.44
https://www.whoscored.com/Players/80443/Show/Filip-Djuricic,	247,Filip Djuricic,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",32,",  AM(CLR),FW  ",27(5),2186	,3	,-	,9	,-	,0.8	,79.9	,0.5	,-	,6.44
