Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/100962/Show/Berat-Djimsiti,	102,Berat Djimsiti,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",31,",  D(C)  ",20(4),1799	,-	,1	,3	,-	,0.2	,87.1	,2.5	,-	,6.71
https://www.whoscored.com/Players/108117/Show/Norbert-Gy%C3%B6mb%C3%A9r,	103,Norbert Gyömbér,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",31,",  D(CR),DMC  ",23(4),1755	,-	,1	,5	,-	,0.3	,83.8	,1.7	,-	,6.71
https://www.whoscored.com/Players/362556/Show/%C3%89derson,	104,Éderson,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",24,",  M(C)  ",25(10),2226	,1	,1	,4	,-	,1	,81.9	,0.6	,-	,6.71
https://www.whoscored.com/Players/100995/Show/Alex-Sandro,	105,Alex Sandro,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",33,",  D(CL),M(L)  ",21(4),1789	,-	,1	,5	,1	,0.2	,87.5	,1.6	,-	,6.70
https://www.whoscored.com/Players/393039/Show/Lazar-Samardzic,	106,Lazar Samardzic,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",22,",  AM(C)  ",19(18),1848	,5	,4	,1	,-	,1.4	,85.4	,0.3	,2	,6.70
https://www.whoscored.com/Players/34693/Show/Marko-Arnautovic,	107,Marko Arnautovic,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",35,",  AM(CLR),FW  ",18(3),1540	,10	,-	,5	,-	,1.5	,72.3	,0.5	,1	,6.70
https://www.whoscored.com/Players/331555/Show/Jerdy-Schouten,	108,Jerdy Schouten,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",27,",  D(C),DMC  ",29(4),2516	,-	,2	,3	,-	,0.2	,87.1	,0.8	,-	,6.70
https://www.whoscored.com/Players/349406/Show/Nicol%C3%B2-Casale,	109,Nicolò Casale,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",26,",  D(C)  ",27(2),2437	,1	,1	,6	,-	,0.3	,92	,1.6	,-	,6.69
https://www.whoscored.com/Players/40384/Show/Giacomo-Bonaventura,	110,Giacomo Bonaventura,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",34,",  M(CLR)  ",21(9),1914	,5	,1	,4	,1	,1.6	,85.6	,0.5	,2	,6.69
https://www.whoscored.com/Players/241022/Show/Alex-Meret,	111,Alex Meret,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",27,",  GK  ",34,3060	,-	,-	,-	,-	,-	,86	,0.1	,2	,6.69
https://www.whoscored.com/Players/322153/Show/Denzel-Dumfries,	112,Denzel Dumfries,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",28,",  D(R),M(R)  ",25(9),2223	,1	,4	,4	,-	,1	,79.1	,1.2	,-	,6.69
https://www.whoscored.com/Players/104257/Show/Arkadiusz-Milik,	113,Arkadiusz Milik,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",30,",  AM(C),FW  ",17(10),1583	,7	,1	,1	,1	,1.6	,78.6	,1.3	,1	,6.69
https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,	114,Henrikh Mkhitaryan,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",35,",  M(CLR),FW  ",24(7),1997	,3	,2	,4	,-	,1.1	,88.4	,0.3	,1	,6.69
https://www.whoscored.com/Players/329665/Show/Alessandro-Bastoni,	115,Alessandro Bastoni,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",25,",  D(C)  ",26(3),2168	,-	,2	,3	,-	,0.4	,85.4	,1.3	,-	,6.68
https://www.whoscored.com/Players/275698/Show/Adam-Marusic,	116,Adam Marusic,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",31,",  D(CLR),M(LR)  ",31(2),2767	,-	,2	,8	,1	,0.5	,87.6	,0.9	,-	,6.68
https://www.whoscored.com/Players/34112/Show/Antonio-Candreva,	117,Antonio Candreva,https://www.whoscored.com/Teams/143/Show/Italy-Salernitana,"Salernitana, ",37,",  M(CLR)  ",32(3),2741	,7	,4	,1	,1	,1.3	,79.7	,0.1	,2	,6.68
https://www.whoscored.com/Players/315543/Show/Ola-Aina,	118,Ola Aina,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",27,",  D(CLR),M(LR)  ",9(10),874	,1	,1	,5	,-	,0.4	,76.5	,0.6	,2	,6.68
https://www.whoscored.com/Players/362732/Show/Perr-Schuurs,	119,Perr Schuurs,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",24,",  D(C)  ",28(2),2334	,-	,2	,5	,-	,0.5	,88.2	,2	,-	,6.67
https://www.whoscored.com/Players/77422/Show/Bram-Nuytinck,	120,Bram Nuytinck,https://www.whoscored.com/Teams/271/Show/Italy-Sampdoria,"Sampdoria, ",33,",  D(C)  ",19,1504	,-	,1	,4	,-	,0.2	,85.4	,1.5	,-	,6.67
https://www.whoscored.com/Players/439584/Show/Rasmus-H%C3%B8jlund,	121,Rasmus Højlund,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",21,",  FW  ",20(12),1836	,9	,2	,1	,-	,1.7	,74.3	,1	,3	,6.67
https://www.whoscored.com/Players/244804/Show/Gianluca-Mancini,	122,Gianluca Mancini,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",28,",  D(C),DMC  ",33(2),2867	,1	,2	,7	,-	,0.6	,82.1	,1.7	,-	,6.67
https://www.whoscored.com/Players/38442/Show/Darko-Lazovic,	123,Darko Lazovic,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",33,",  M(CLR)  ",27(3),2254	,4	,5	,-	,-	,1.4	,68.5	,0.2	,2	,6.67
https://www.whoscored.com/Players/384577/Show/Sandi-Lovric,	124,Sandi Lovric,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",26,",  AM(C)  ",28(9),2351	,5	,6	,4	,-	,1.9	,83.9	,0.2	,1	,6.66
https://www.whoscored.com/Players/347178/Show/Math%C3%ADas-Olivera,	125,Mathías Olivera,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",26,",  D(L),M(L)  ",17(13),1637	,2	,2	,2	,-	,0.3	,87.3	,1.1	,3	,6.66
https://www.whoscored.com/Players/380546/Show/Beto,	126,Beto,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",26,",  FW  ",23(10),2132	,10	,1	,2	,-	,1.8	,65.7	,2.2	,3	,6.66
https://www.whoscored.com/Players/425115/Show/Johan-V%C3%A1squez,	127,Johan Vásquez,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",25,",  D(CL)  ",19(6),1809	,1	,-	,7	,-	,0.5	,79.1	,1.4	,-	,6.66
https://www.whoscored.com/Players/147923/Show/Walace,	128,Walace,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",29,",  DMC  ",37,3200	,-	,1	,6	,-	,0.9	,84.7	,0.6	,-	,6.66
https://www.whoscored.com/Players/349178/Show/Nehu%C3%A9n-P%C3%A9rez,	129,Nehuén Pérez,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",23,",  D(C)  ",33(1),2831	,2	,-	,7	,1	,0.5	,86.4	,1.1	,1	,6.65
https://www.whoscored.com/Players/142375/Show/Simone-Bastoni,	130,Simone Bastoni,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",27,",  D(L),DMC,M(L)  ",15(4),1198	,2	,4	,7	,-	,1.2	,69.3	,0.6	,-	,6.65
https://www.whoscored.com/Players/289293/Show/Leonardo-Sernicola,	131,Leonardo Sernicola,https://www.whoscored.com/Teams/2731/Show/Italy-Cremonese,"Cremonese, ",26,",  D(R),M(R)  ",27(5),2319	,2	,2	,11	,-	,0.8	,72.6	,0.9	,3	,6.65
https://www.whoscored.com/Players/255292/Show/Sebastiano-Luperto,	132,Sebastiano Luperto,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",27,",  D(CL)  ",36,3137	,2	,-	,2	,2	,0.5	,86.6	,2	,3	,6.65
https://www.whoscored.com/Players/118163/Show/Wladimiro-Falcone,	133,Wladimiro Falcone,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",29,",  GK  ",38,3420	,-	,-	,2	,-	,-	,44.8	,0.3	,4	,6.65
https://www.whoscored.com/Players/61610/Show/Ricardo-Rodr%C3%ADguez,	134,Ricardo Rodríguez,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",31,",  D(CL),M(L)  ",30(5),2670	,-	,-	,3	,-	,0.3	,84.1	,0.9	,-	,6.65
https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,	135,Nemanja Matic,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",35,",  DMC  ",16(19),1839	,2	,2	,5	,-	,0.3	,86.7	,0.6	,-	,6.65
https://www.whoscored.com/Players/141646/Show/Mike-Maignan,	136,Mike Maignan,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",28,",  GK  ",22,1979	,-	,1	,-	,-	,-	,80.6	,0.1	,1	,6.64
https://www.whoscored.com/Players/129354/Show/Aleksey-Miranchuk,	137,Aleksey Miranchuk,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",28,",  M(CR),FW  ",24(5),2099	,4	,5	,-	,-	,1.4	,81.4	,0.3	,-	,6.64
https://www.whoscored.com/Players/343368/Show/M-39-Bala-Nzola,	138,M'Bala Nzola,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",27,",  FW  ",29(2),2654	,13	,2	,8	,-	,2	,80.5	,1.4	,3	,6.64
https://www.whoscored.com/Players/136306/Show/Stefano-Sensi,	139,Stefano Sensi,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",28,",  AM(C)  ",21(7),1629	,3	,1	,8	,-	,0.6	,87.4	,0.3	,1	,6.64
https://www.whoscored.com/Players/339579/Show/Eljif-Elmas,	140,Eljif Elmas,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",24,",  M(CLR),FW  ",14(22),1618	,6	,3	,5	,-	,0.9	,88.1	,0.1	,1	,6.64
https://www.whoscored.com/Players/418579/Show/Emil-Holm,	141,Emil Holm,https://www.whoscored.com/Teams/1501/Show/Italy-Spezia,"Spezia, ",23,",  M(R)  ",17(3),1398	,1	,1	,4	,-	,0.8	,61.4	,3.3	,1	,6.64
https://www.whoscored.com/Players/331383/Show/Nikola-Moro,	142,Nikola Moro,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",26,",  M(C)  ",12(14),1224	,1	,5	,1	,-	,0.8	,81.6	,0.8	,-	,6.64
https://www.whoscored.com/Players/232248/Show/Tyronne-Ebuehi,	143,Tyronne Ebuehi,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",28,",  D(LR)  ",22(4),1926	,2	,4	,-	,-	,0.7	,80.5	,0.7	,1	,6.64
https://www.whoscored.com/Players/371063/Show/Wilfried-Singo,	144,Wilfried Singo,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",23,",  D(CR),M(R)  ",24(7),2056	,2	,1	,8	,-	,1.1	,76.8	,1.7	,-	,6.64
https://www.whoscored.com/Players/315287/Show/Dany-Mota,	145,Dany Mota,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",26,",  AM(CL),FW  ",21(8),1925	,5	,1	,2	,-	,1	,74.2	,1.1	,-	,6.64
