Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/345516/Show/Vitalii-Mykolenko,	176,Vitalii Mykolenko,https://www.whoscored.com/Teams/31/Show/England-Everton,"Everton, ",24,",  D(CL),M(L)  ",30(4),2657	,-	,-	,4	,0.3	,75.6	,0.8	,-	,6.58
https://www.whoscored.com/Players/313672/Show/Kyle-Walker-Peters,	177,Kyle Walker-Peters,https://www.whoscored.com/Teams/18/Show/England-Southampton,"Southampton, ",27,",  D(LR),M(R)  ",30(1),2653	,1	,-	,4	,0.4	,78.9	,0.5	,1	,6.58
https://www.whoscored.com/Players/342842/Show/Chris-Mepham,	178,Chris Mepham,https://www.whoscored.com/Teams/183/Show/England-Bournemouth,"Bournemouth, ",26,",  D(C)  ",24(2),2198	,-	,-	,7	,0.3	,83.7	,2	,-	,6.58
https://www.whoscored.com/Players/361879/Show/Luis-Sinisterra,	179,Luis Sinisterra,https://www.whoscored.com/Teams/19/Show/England-Leeds,"Leeds, ",24,",  AM(LR),FW  ",13(6),875	,5	,-	,1	,1.5	,81.5	,0.9	,1	,6.58
https://www.whoscored.com/Players/315714/Show/Joe-Worrall,	180,Joe Worrall,https://www.whoscored.com/Teams/174/Show/England-Nottingham-Forest,"Nottingham Forest, ",27,",  D(C)  ",21(9),2217	,1	,-	,6	,0.2	,78.5	,1.8	,-	,6.58
https://www.whoscored.com/Players/8166/Show/Ashley-Young,	181,Ashley Young,https://www.whoscored.com/Teams/24/Show/England-Aston-Villa,"Aston Villa, ",38,",  D(LR),M(LR)  ",23(6),2039	,1	,-	,7	,0.5	,77.5	,0.5	,-	,6.58
https://www.whoscored.com/Players/301440/Show/Ezri-Konsa,	182,Ezri Konsa,https://www.whoscored.com/Teams/24/Show/England-Aston-Villa,"Aston Villa, ",26,",  D(CR)  ",37(1),3323	,-	,-	,6	,0.2	,88.9	,1.5	,-	,6.57
https://www.whoscored.com/Players/68659/Show/Jordan-Henderson,	183,Jordan Henderson,https://www.whoscored.com/Teams/26/Show/England-Liverpool,"Liverpool, ",33,",  D(C),M(CLR)  ",23(12),2075	,-	,2	,2	,0.7	,84.9	,0.3	,-	,6.57
https://www.whoscored.com/Players/31826/Show/S%C3%A9amus-Coleman,	184,Séamus Coleman,https://www.whoscored.com/Teams/31/Show/England-Everton,"Everton, ",35,",  D(CR),M(R)  ",20(3),1667	,1	,-	,1	,0.3	,75.5	,0.8	,1	,6.57
https://www.whoscored.com/Players/128882/Show/Ryan-Christie,	185,Ryan Christie,https://www.whoscored.com/Teams/183/Show/England-Bournemouth,"Bournemouth, ",29,",  M(CLR),FW  ",22(10),1842	,1	,1	,2	,1	,82.7	,0.5	,-	,6.56
https://www.whoscored.com/Players/322043/Show/Matty-Cash,	186,Matty Cash,https://www.whoscored.com/Teams/24/Show/England-Aston-Villa,"Aston Villa, ",26,",  D(R),M(CLR)  ",20(6),1821	,-	,1	,4	,0.3	,78.6	,0.5	,1	,6.56
https://www.whoscored.com/Players/425319/Show/Rom%C3%A9o-Lavia,	187,Roméo Lavia,https://www.whoscored.com/Teams/18/Show/England-Southampton,"Southampton, ",20,",  DMC  ",26(3),2230	,1	,-	,9	,0.4	,86.4	,0.3	,-	,6.56
https://www.whoscored.com/Players/255777/Show/Ruben-Loftus-Cheek,	188,Ruben Loftus-Cheek,https://www.whoscored.com/Teams/15/Show/England-Chelsea,"Chelsea, ",28,",  M(CLR)  ",19(6),1543	,-	,1	,1	,0.4	,88.6	,0.9	,-	,6.56
https://www.whoscored.com/Players/331790/Show/Boubacar-Kamara,	189,Boubacar Kamara,https://www.whoscored.com/Teams/24/Show/England-Aston-Villa,"Aston Villa, ",24,",  D(CL),DMC  ",21(3),1779	,-	,1	,4	,0.2	,84.9	,0.9	,-	,6.56
https://www.whoscored.com/Players/82877/Show/Luke-Ayling,	190,Luke Ayling,https://www.whoscored.com/Teams/19/Show/England-Leeds,"Leeds, ",32,",  D(CR),M(R)  ",22(7),2049	,2	,1	,3	,0.8	,69.2	,1.6	,-	,6.55
https://www.whoscored.com/Players/25604/Show/Hugo-Lloris,	191,Hugo Lloris,https://www.whoscored.com/Teams/30/Show/England-Tottenham,"Tottenham, ",37,",  GK  ",25,2206	,-	,-	,-	,-	,73.5	,0.4	,-	,6.55
https://www.whoscored.com/Players/342877/Show/Joe-Aribo,	192,Joe Aribo,https://www.whoscored.com/Teams/18/Show/England-Southampton,"Southampton, ",27,",  M(CLR),FW  ",13(8),1229	,2	,-	,2	,0.7	,74.1	,1.4	,-	,6.55
https://www.whoscored.com/Players/236511/Show/Cl%C3%A9ment-Lenglet,	193,Clément Lenglet,https://www.whoscored.com/Teams/30/Show/England-Tottenham,"Tottenham, ",28,",  D(C)  ",24(2),2027	,-	,2	,4	,0.5	,87.5	,1.7	,-	,6.55
https://www.whoscored.com/Players/375621/Show/Conor-Gallagher,	194,Conor Gallagher,https://www.whoscored.com/Teams/15/Show/England-Chelsea,"Chelsea, ",24,",  M(CL)  ",18(17),1616	,3	,1	,9	,0.8	,84.5	,0.5	,2	,6.54
https://www.whoscored.com/Players/326646/Show/Renan-Lodi,	195,Renan Lodi,https://www.whoscored.com/Teams/174/Show/England-Nottingham-Forest,"Nottingham Forest, ",26,",  D(L),M(L)  ",26(2),2222	,-	,1	,7	,0.5	,71.3	,0.6	,-	,6.54
https://www.whoscored.com/Players/69778/Show/Kyle-Walker,	196,Kyle Walker,https://www.whoscored.com/Teams/167/Show/England-Man-City,"Man City, ",33,",  D(CR),M(R)  ",22(5),1957	,-	,-	,3	,0.2	,89.5	,0.9	,-	,6.54
https://www.whoscored.com/Players/243552/Show/Daniel-Amartey,	197,Daniel Amartey,https://www.whoscored.com/Teams/14/Show/England-Leicester,"Leicester, ",29,",  D(CR),DMC  ",18(2),1610	,-	,-	,1	,0.3	,91.3	,1.7	,1	,6.53
https://www.whoscored.com/Players/389579/Show/Tyrick-Mitchell,	198,Tyrick Mitchell,https://www.whoscored.com/Teams/162/Show/England-Crystal-Palace,"Crystal Palace, ",24,",  D(L),M(L)  ",34(2),2896	,-	,2	,5	,0.2	,72.4	,0.7	,-	,6.53
https://www.whoscored.com/Players/122714/Show/Jos%C3%A9-S%C3%A1,	199,José Sá,https://www.whoscored.com/Teams/161/Show/England-Wolves,"Wolves, ",31,",  GK  ",36,3240	,-	,-	,2	,-	,65.4	,0.2	,2	,6.53
https://www.whoscored.com/Players/363982/Show/Harvey-Elliott,	200,Harvey Elliott,https://www.whoscored.com/Teams/26/Show/England-Liverpool,"Liverpool, ",21,",  AM(CR)  ",18(14),1615	,1	,2	,2	,1.1	,82.9	,0.1	,-	,6.52
https://www.whoscored.com/Players/328330/Show/Marcos-Senesi,	201,Marcos Senesi,https://www.whoscored.com/Teams/183/Show/England-Bournemouth,"Bournemouth, ",26,",  D(C)  ",29(2),2496	,2	,-	,7	,0.3	,81.4	,0.9	,1	,6.52
https://www.whoscored.com/Players/109922/Show/Adam-Webster,	202,Adam Webster,https://www.whoscored.com/Teams/211/Show/England-Brighton,"Brighton, ",29,",  D(C)  ",23(4),1989	,-	,-	,2	,0.7	,88.6	,2.2	,-	,6.52
https://www.whoscored.com/Players/345022/Show/Manor-Solomon,	203,Manor Solomon,https://www.whoscored.com/Teams/170/Show/England-Fulham,"Fulham, ",24,",  AM(CL)  ",4(15),563	,4	,-	,-	,0.6	,86.4	,0.2	,-	,6.52
https://www.whoscored.com/Players/276205/Show/Robin-Koch,	204,Robin Koch,https://www.whoscored.com/Teams/19/Show/England-Leeds,"Leeds, ",27,",  D(C),DMC  ",36,3178	,-	,-	,7	,0.5	,77.3	,3.1	,-	,6.52
https://www.whoscored.com/Players/336915/Show/Scott-McTominay,	205,Scott McTominay,https://www.whoscored.com/Teams/32/Show/England-Man-Utd,"Man Utd, ",27,",  D(C),M(C)  ",10(14),1151	,1	,-	,8	,0.5	,82.9	,1.4	,1	,6.52
https://www.whoscored.com/Players/140088/Show/Adama-Traor%C3%A9,	206,Adama Traoré,https://www.whoscored.com/Teams/161/Show/England-Wolves,"Wolves, ",28,",  M(CLR),FW  ",12(22),1492	,2	,1	,2	,0.6	,74.1	,1.1	,-	,6.52
https://www.whoscored.com/Players/25931/Show/C%C3%A9sar-Azpilicueta,	207,César Azpilicueta,https://www.whoscored.com/Teams/15/Show/England-Chelsea,"Chelsea, ",34,",  D(CLR),M(R)  ",16(9),1526	,-	,-	,3	,0.4	,83.7	,1.2	,-	,6.52
https://www.whoscored.com/Players/296240/Show/Yoane-Wissa,	208,Yoane Wissa,https://www.whoscored.com/Teams/189/Show/England-Brentford,"Brentford, ",27,",  AM(L),FW  ",16(22),1601	,7	,3	,3	,0.8	,72.2	,0.6	,-	,6.51
https://www.whoscored.com/Players/355401/Show/Rayan-A%C3%AFt-Nouri,	209,Rayan Aït-Nouri,https://www.whoscored.com/Teams/161/Show/England-Wolves,"Wolves, ",22,",  D(L),M(L)  ",9(12),1070	,1	,-	,4	,0.5	,81.9	,0.7	,-	,6.51
https://www.whoscored.com/Players/396975/Show/Nathan-Patterson,	210,Nathan Patterson,https://www.whoscored.com/Teams/31/Show/England-Everton,"Everton, ",22,",  D(R),M(R)  ",14(5),1274	,-	,-	,3	,0.4	,79.9	,0.5	,-	,6.51
https://www.whoscored.com/Players/16161/Show/Jo%C3%A3o-Moutinho,	211,João Moutinho,https://www.whoscored.com/Teams/161/Show/England-Wolves,"Wolves, ",37,",  M(C)  ",20(11),1787	,-	,2	,3	,0.5	,83.9	,0.3	,-	,6.50
https://www.whoscored.com/Players/281049/Show/Taiwo-Awoniyi,	212,Taiwo Awoniyi,https://www.whoscored.com/Teams/174/Show/England-Nottingham-Forest,"Nottingham Forest, ",26,",  FW  ",17(10),1412	,10	,1	,2	,1.3	,64.8	,0.7	,1	,6.50
https://www.whoscored.com/Players/300513/Show/Daniel-Podence,	213,Daniel Podence,https://www.whoscored.com/Teams/161/Show/England-Wolves,"Wolves, ",28,",  AM(CLR),FW  ",20(12),1773	,6	,-	,5	,1.3	,70.5	,0.2	,2	,6.50
